报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
货币资金(万元),187523,102816,106300,151019,36057,47451,72157,79310,66497,54967,72115,97207,123358,
结算备付金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
应收票据(万元),1334,23969,17722,11283,18854,64453,55950,79550,154658,103699,52108,81224,63426,
应收账款(万元),1853,1465,934,2939,4252,5157,3302,3628,4639,4186,2543,6758,29443,
预付款项(万元),1109,3234,4876,13294,12576,15106,14182,33022,34351,28434,20838,17909,11016,
应收保费(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
其他应收款(万元),190,703,5853,2661,2813,11399,2193,16542,1532,2692,4219,5893,13350,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
存货(万元),26471,15904,42153,46297,64311,62644,73919,74966,78782,79991,82040,95569,83690,
待摊费用(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
其他流动资产(万元),56019,45829,31584,72,79,72,72,--,--,0,0,366,185,
流动资产合计(万元),274742,193921,209421,227564,138942,206283,221774,287017,340458,273969,233862,304926,324468,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
可供出售金融资产(万元),--,29,29,29,29,--,--,--,--,0,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
长期股权投资(万元),22560,130086,101993,192524,185435,231715,261649,245593,249928,213398,205417,179390,206764,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
投资性房地产(万元),146,798,820,892,942,1017,1065,1150,1299,2094,2223,2394,2577,
固定资产原值(万元),455945,383958,461962,481767,770344,750796,748597,615113,531110,550534,497643,463670,438135,
累计折旧(万元),290858,259820,313732,331098,456640,421901,381500,338736,306554,321417,339026,312130,295635,
