报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
货币资金(万元),204530,172407,202660,173861,131222,180716,166528,112800,101467,66027,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,78,10870,20337,1380,--,251,
衍生金融资产(万元),--,--,--,--,0,--,--,--,--,--,
应收票据(万元),24284,39970,43319,39891,50126,51676,46450,48971,42952,21284,
应收账款(万元),198325,173356,113060,93309,71727,56333,68827,58266,30943,36559,
预付款项(万元),6475,5255,12238,25504,16818,9724,12325,14569,18822,3319,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,
应收利息(万元),150,171,255,591,562,744,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),16096,16657,7370,7628,5669,7091,5961,5466,7881,187408,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,
存货(万元),81819,62910,50642,42167,24496,25056,25750,25178,17351,22240,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),13990,41864,50123,37008,54969,--,--,--,--,--,
流动资产合计(万元),555683,512590,479666,419959,355666,342209,346177,266629,219415,337087,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),599,1479,484,334,--,--,--,--,--,--,
持有至到期投资(万元),53841,85975,63131,36103,25104,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),2785,2767,2128,1706,5015,--,--,--,--,125,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),48071,47387,42316,840,3823,2377,--,--,--,--,
固定资产原值(万元),443871,391261,311456,299770,220583,211227,169366,157885,89061,--,
累计折旧(万元),152406,129492,92274,83422,62892,51372,41888,31786,22783,--,
固定资产净值(万元),291464,261769,219183,216348,157692,159854,127478,126098,66279,--,
固定资产减值准备(万元),2429,2460,3136,4871,584,584,645,278,--,--,
