报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),17828,16559,22956,21825,15670,8944,2580,
结算备付金(万元),--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,3730,
衍生金融资产(万元),--,--,--,--,--,--,--,
应收票据(万元),--,58,84,64,30,--,--,
应收账款(万元),7613,3700,2330,1764,1201,1264,1780,
预付款项(万元),1982,368,292,184,166,21,2355,
应收保费(万元),--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,
其他应收款(万元),981,978,108,198,67,127,93,
应收出口退税(万元), --,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,
存货(万元),4891,1913,1302,1109,484,420,210,
待摊费用(万元),--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,
其他流动资产(万元),66431,54742,38,5,22,2071,--,
流动资产合计(万元),99728,78317,27111,25149,17640,12847,10748,
发放贷款及垫款(万元),--,--,--,--,--,--,--,
可供出售金融资产(万元),1953,634,634,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,
长期股权投资(万元),122,425,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,
投资性房地产(万元),164,176,188,200,213,225,--,
固定资产原值(万元),15945,5044,4502,4158,--,--,--,
累计折旧(万元),2718,1764,1316,985,--,--,--,
固定资产净值(万元),13227,3280,3186,3173,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,
固定资产(万元),13227,3280,3186,3173,2941,2918,807,
在建工程(万元),406,7540,3636,242,81,162,--,
工程物资(万元),--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,
无形资产(万元),805,747,763,779,2,3,3,
开发支出(万元),--,--,--,--,--,--,--,
商誉(万元),4506,480,--,--,--,--,--,
长期待摊费用(万元),1072,151,76,33,86,102,13,
股权分置流通权(万元),--,--,--,--,--,--,--,
递延所得税资产(万元),716,260,157,103,57,36,42,
其他非流动资产(万元),73,249,--,--,--,--,--,
非流动资产合计(万元),23044,13940,8639,4531,3379,3445,864,
资产总计(万元),122772,92257,35750,29680,21019,16292,11613,
短期借款(万元),--,--,--,--,--,--,--,
向中央银行借款(万元),--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,
应付账款(万元),2139,1353,1276,144,191,162,81,
预收账款(万元),2741,2488,819,923,563,572,348,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,
应付职工薪酬(万元),1187,763,390,387,218,168,120,
应交税费(万元),1738,1259,1051,719,672,597,408,
应付利息(万元),--,--,--,--,--,--,--,
应付股利(万元),232,--,--,1879,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,
其他应付款(万元),5790,4649,243,267,141,118,103,
预提费用(万元),--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,
流动负债合计(万元),13827,10512,3780,4318,1784,1616,1061,
长期借款(万元),--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,
长期递延收益(万元),701,511,376,9,27,89,--,
递延所得税负债(万元),--,--,--,--,--,--,28,
其他非流动负债(万元),--,--,--,--,--,--,--,
非流动负债合计(万元),701,511,376,9,27,89,28,
负债合计(万元),14528,11023,4156,4327,1811,1706,1088,
实收资本(或股本)(万元),22437,12431,5100,5100,5100,5100,645,
资本公积(万元),38082,45363,6352,6352,6356,6356,5942,
减:库存股(万元),4099,4258,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,
盈余公积(万元),6326,4111,2550,1613,816,246,322,
一般风险准备(万元),--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,
未分配利润(万元),39650,22851,17146,12177,6794,2884,3615,
拟分配现金股利(万元),--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),102397,80498,31149,25243,19066,14586,10524,
少数股东权益(万元),5847,736,445,111,143,--,--,
所有者权益(或股东权益)合计(万元),108244,81234,31594,25353,19208,14586,10524,
负债和所有者权益(或股东权益)总计(万元),122772,92257,35750,29680,21019,16292,11613,		
  
