报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
货币资金(万元),24588,27485,38447,28205,19193,9172,8459,8728,4646,5743,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,
应收票据(万元),--,--,--,--,--,--,--,--,--,--,
应收账款(万元),2113,1713,2228,1770,1324,1660,1665,1937,1888,2239,
预付款项(万元),268,255,257,164,401,114,83,369,307,125,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),405,503,448,349,280,281,254,171,71,242,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,
存货(万元),4884,4198,3651,2244,2536,1337,1730,1263,716,694,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),496,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),107081,74805,160,1,1816,--,--,--,--,--,
流动资产合计(万元),139835,108959,45192,32733,25549,12564,12191,12468,7628,9043,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),11000,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),1841,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),4457,4072,3945,3880,3968,4249,3281,3185,3111,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),425481,425241,394430,393736,329256,293941,292592,213143,212930,148689,
累计折旧(万元),111641,97180,83366,69671,56314,45801,35750,27577,20062,22311,
固定资产净值(万元),313840,328062,311064,324065,272942,248140,256842,185566,192868,126377,
固定资产减值准备(万元),3500,3500,3500,--,--,--,--,--,--,--,
固定资产(万元),310340,324562,307564,324065,272942,248140,256842,185566,192868,126377,
在建工程(万元),28225,--,23098,5342,50047,19711,--,21963,5972,55617,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,
