报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
货币资金(万元),81199,95946,83548,53888,54341,49698,41183,63379,53704,17203,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,
应收票据(万元),--,--,--,--,--,--,--,--,--,--,
应收账款(万元),4183,2565,2158,2844,2113,2125,4783,4582,2540,3258,
预付款项(万元),12767,12899,9905,10892,10110,9758,11338,30537,7654,4294,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),5793,5254,4597,6828,6116,6076,4587,4239,2906,3722,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,
存货(万元),38462,41745,29351,26737,22458,27208,20646,22673,15606,6024,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),53072,55234,62519,--,--,--,--,--,15000,--,
流动资产合计(万元),195475,213643,192078,101189,95138,94865,82537,125410,97411,34499,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),18027,18733,19438,18541,19117,14274,--,--,--,--,
固定资产原值(万元),71992,69784,64170,66547,37369,41587,--,--,--,--,
累计折旧(万元),18930,16715,14445,13687,12530,9389,--,--,--,--,
固定资产净值(万元),53062,53070,49725,52860,24838,32198,--,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,
固定资产(万元),53062,53070,49725,52860,24838,32198,43957,8918,6148,4488,
在建工程(万元),232,137,3693,3693,12469,466,3797,1547,93,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,
无形资产(万元),3305,3210,3313,3525,3784,5193,5922,4703,1213,978,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),10272,9105,6846,6085,5813,5204,6665,7265,3086,650,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,
