报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),39689,47919,26708,10911,6715,6314,
结算备付金(万元),--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,446,
衍生金融资产(万元),--,--,--,--,--,--,
应收票据(万元),22,--,50,--,--,--,
应收账款(万元),21200,14174,9793,5263,5259,3963,
预付款项(万元),572,99,--,--,--,5,
应收保费(万元),--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,
其他应收款(万元),7528,5127,3475,1716,11023,9676,
应收出口退税(万元), --,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,
存货(万元),64,76,34,33,30,76,
待摊费用(万元),--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,
其他流动资产(万元),40007,776,13602,13000,5600,22,
流动资产合计(万元),109910,68170,53663,30923,28627,20502,
发放贷款及垫款(万元),--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,435,435,
其他长期投资(万元),--,--,--,--,--,--,
投资性房地产(万元),--,871,--,--,--,--,
固定资产原值(万元),7386,5391,--,--,--,--,
累计折旧(万元),3576,2637,--,--,--,--,
固定资产净值(万元),3810,2754,--,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,
固定资产(万元),3810,2754,2871,2996,3215,3416,
在建工程(万元),1398,--,93,--,--,--,
工程物资(万元),--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,
无形资产(万元),72,95,36,31,1,2,
开发支出(万元),--,--,--,--,--,--,
商誉(万元),13946,4360,--,--,--,--,
长期待摊费用(万元),4235,4180,--,--,5,45,
股权分置流通权(万元),--,--,--,--,--,--,
递延所得税资产(万元),899,611,140,72,14,53,
其他非流动资产(万元),--,--,495,--,--,--,
非流动资产合计(万元),24360,12870,3635,3099,3670,3950,
资产总计(万元),134270,81040,57297,34022,32297,24452,
短期借款(万元),--,--,--,--,--,--,
向中央银行借款(万元),--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,
应付账款(万元),14626,9310,4764,2221,925,561,
预收账款(万元),13032,12070,7994,6131,5039,4161,
卖出回购金融资产款(万元),--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,
应付职工薪酬(万元),6777,4996,4091,4605,4350,3254,
应交税费(万元),2850,2577,2284,3677,2601,1702,
应付利息(万元),--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,
其他应付款(万元),32348,23631,14509,10430,8609,7152,
预提费用(万元),--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,
流动负债合计(万元),69633,52584,33643,27064,21526,16830,
长期借款(万元),--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,
长期递延收益(万元),--,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,
非流动负债合计(万元),0,0,0,0,0,0,
负债合计(万元),69633,52584,33643,27064,21526,16830,
实收资本(或股本)(万元),10317,5952,5952,5000,500,500,
资本公积(万元),34351,9967,9967,520,--,--,
减:库存股(万元),--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,
盈余公积(万元),2502,1611,788,152,250,250,
一般风险准备(万元),--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,
未分配利润(万元),16715,10806,6947,1286,10001,6849,
拟分配现金股利(万元),--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,
归属于母公司股东权益合计(万元),63886,28337,23654,6958,10751,7599,
少数股东权益(万元),751,119,--,--,21,23,
所有者权益(或股东权益)合计(万元),64637,28456,23654,6958,10772,7622,
负债和所有者权益(或股东权益)总计(万元),134270,81040,57297,34022,32297,24452,		
  
