报告日期,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
货币资金(万元),349315,198049,183605,275148,308208,173992,238940,240336,60351,
结算备付金(万元),--,--,--,--,--,0,0,--,0,
拆出资金(万元),--,--,--,--,--,0,0,--,0,
交易性金融资产(万元),--,--,--,--,27,20,435,1120,0,
衍生金融资产(万元),--,--,--,--,--,0,0,--,0,
应收票据(万元),14280,--,--,--,--,0,0,--,0,
应收账款(万元),52255,29103,6043,3001,1198,1121,978,1495,5402,
预付款项(万元),20335,14398,6519,6726,5638,18979,5383,3262,2466,
应收保费(万元),--,--,--,--,--,0,0,--,0,
应收分保账款(万元),--,--,--,--,--,0,0,--,0,
应收分保合同准备金(万元),--,--,--,--,--,0,0,--,0,
应收利息(万元),--,--,--,--,--,0,0,--,331,
应收股利(万元),557,502,69,859,35,1170,0,17,1899,
其他应收款(万元),43111,33759,68740,3115,6410,3132,2759,8255,17355,
应收出口退税(万元), --,--,--,--,--,0,0,--,0,
应收补贴款(万元),--,--,--,--,--,0,0,--,0,
应收保证金(万元),--,--,--,--,--,0,0,--,0,
内部应收款(万元),--,--,--,--,--,0,0,--,0,
买入返售金融资产(万元),--,--,--,--,--,0,0,--,0,
存货(万元),261375,182102,118860,102433,113031,131483,127049,20297,26042,
待摊费用(万元),--,--,--,--,--,0,0,--,0,
待处理流动资产损益(万元),--,--,--,--,--,0,0,--,0,
一年内到期的非流动资产(万元),--,--,--,--,--,0,0,--,0,
其他流动资产(万元),--,--,--,41966,--,0,0,--,0,
流动资产合计(万元),804195,457913,383836,433248,434547,329897,375544,274782,113847,
发放贷款及垫款(万元),--,--,--,--,--,0,0,--,0,
可供出售金融资产(万元),278907,144866,155085,120960,165652,259271,93223,130049,45852,
持有至到期投资(万元),--,--,--,--,--,0,0,--,0,
长期应收款(万元),131920,128800,--,--,--,0,0,--,0,
长期股权投资(万元),147206,169424,154371,138763,143721,103084,103288,61023,80825,
其他长期投资(万元),--,--,--,--,--,0,0,--,0,
投资性房地产(万元),14390,60741,85165,87303,96606,140281,98550,106170,105079,
固定资产原值(万元),334006,232762,241059,245388,285613,249089,232752,226074,224749,
累计折旧(万元),98238,105664,108129,105147,103149,94744,85754,76434,67894,
固定资产净值(万元),235769,127098,132930,140240,182464,154345,146998,149639,156855,
固定资产减值准备(万元),--,--,--,--,--,25,25,33,42,
固定资产(万元),235769,127098,132930,140240,182464,154320,146973,149606,156813,
在建工程(万元),4965,188903,149695,107247,72952,60586,95834,29009,8992,
工程物资(万元),32,112,130,144,527,578,578,481,712,
固定资产清理(万元),--,--,--,--,--,0,0,--,0,
生产性生物资产(万元),--,--,--,--,--,0,0,--,0,
公益性生物资产(万元),--,--,--,--,--,0,0,--,0,
油气资产(万元),--,--,--,--,--,0,0,--,0,
无形资产(万元),130032,131718,136292,141719,146359,98795,102093,105525,108965,
开发支出(万元),--,--,--,--,--,0,0,--,0,
商誉(万元),--,--,--,--,--,0,0,--,0,
长期待摊费用(万元),3125,3615,4103,4546,3059,1788,410,560,1036,
股权分置流通权(万元),--,--,--,--,--,0,0,--,0,
递延所得税资产(万元),12045,7502,6649,4277,2834,8515,7766,7179,5715,
其他非流动资产(万元),--,--,--,--,--,60,160,160,160,
非流动资产合计(万元),958391,962779,824419,745200,814173,827277,648875,589764,514148,
资产总计(万元),1762587,1420692,1208255,1178448,1248719,1157174,1024420,864546,627995,
短期借款(万元),120000,50571,307,--,--,70000,0,10000,0,
向中央银行借款(万元),--,--,--,--,--,0,0,--,0,
吸收存款及同业存放(万元),--,--,--,--,--,0,0,--,0,
拆入资金(万元),--,--,--,--,--,0,0,--,0,
交易性金融负债(万元),--,--,--,--,--,0,0,--,0,
衍生金融负债(万元),--,--,--,--,--,0,0,--,0,
应付票据(万元),18450,--,--,--,--,0,0,--,0,
应付账款(万元),60071,58623,13887,14196,56717,27582,21141,19032,27651,
预收账款(万元),258339,197382,61106,60985,76929,61400,42925,22588,18406,
卖出回购金融资产款(万元),--,--,--,--,--,0,0,--,0,
应付手续费及佣金(万元),--,--,--,--,--,0,0,--,0,
应付职工薪酬(万元),5978,5113,3858,3939,4667,2039,1758,3160,3043,
应交税费(万元),44428,22947,14157,8429,3393,2841,2809,8787,5241,
应付利息(万元),3200,6095,7099,6098,2990,0,4192,--,0,
应付股利(万元),1398,1031,1088,1031,1036,1036,1049,1052,1185,
其他应交款(万元),--,--,--,--,--,0,0,--,0,
应付保证金(万元),--,--,--,--,--,0,0,--,0,
内部应付款(万元),--,--,--,--,--,0,0,--,0,
其他应付款(万元),50231,26167,23806,14045,6738,9960,6089,10132,11250,
预提费用(万元),--,--,--,--,--,0,0,--,0,
预计流动负债(万元),--,--,--,--,--,0,0,--,0,
应付分保账款(万元),--,--,--,--,--,0,0,--,0,
保险合同准备金(万元),--,--,--,--,--,0,0,--,0,
代理买卖证券款(万元),--,--,--,--,--,0,0,--,0,
代理承销证券款(万元),--,--,--,--,--,0,0,--,0,
国际票证结算(万元),--,--,--,--,--,0,0,--,0,
国内票证结算(万元),--,--,--,--,--,0,0,--,0,
递延收益(万元),--,--,--,--,--,0,135,--,0,
应付短期债券(万元),--,--,--,--,--,0,0,--,0,
一年内到期的非流动负债(万元),--,69959,--,5500,2500,0,0,--,0,
其他流动负债(万元),--,99780,--,--,--,0,200000,120000,120000,
流动负债合计(万元),562095,537669,125309,114223,154970,174859,280099,194752,186777,
长期借款(万元),--,--,--,10180,14680,0,0,--,0,
应付债券(万元),99272,--,199542,198801,128776,0,0,--,0,
长期应付款(万元),--,--,--,--,--,0,0,--,0,
专项应付款(万元),--,--,--,--,--,0,0,--,0,
预计非流动负债(万元),--,--,--,--,--,0,0,--,0,
长期递延收益(万元),1550,--,--,--,--,0,--,--,--,
递延所得税负债(万元),53745,31840,33606,24712,41281,51079,11672,16779,4960,
其他非流动负债(万元),--,1599,1571,1591,1360,93,0,--,0,
非流动负债合计(万元),154567,33439,234719,235284,186098,51172,11672,16779,4960,
负债合计(万元),716662,571108,360028,349506,341068,226030,291771,211531,191737,
实收资本(或股本)(万元),318633,318633,318633,318633,318633,318633,318633,199146,192648,
资本公积(万元),86582,210592,217831,198112,258875,309524,169675,198313,51424,
减:库存股(万元),--,--,--,--,--,0,0,--,0,
专项储备(万元),--,--,--,--,--,0,--,--,--,
盈余公积(万元),89808,75458,71551,66489,62392,57062,52480,48677,42804,
一般风险准备(万元),--,--,--,--,--,0,0,--,0,
未确定的投资损失(万元),--,--,--,--,--,0,0,--,0,
未分配利润(万元),250679,157884,150844,139477,129924,103052,62215,138929,81200,
拟分配现金股利(万元),--,--,--,--,--,0,0,--,0,
外币报表折算差额(万元),--,--,--,--,--,0,0,--,0,
归属于母公司股东权益合计(万元),910291,762567,758859,722711,769825,788271,603004,585066,368076,
少数股东权益(万元),135634,87017,89368,106231,137826,142873,129645,67949,68182,
所有者权益(或股东权益)合计(万元),1045925,849584,848226,828942,907651,931144,732649,653015,436258,
负债和所有者权益(或股东权益)总计(万元),1762587,1420692,1208255,1178448,1248719,1157174,1024420,864546,627995,		
  
