报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),46672,25102,34962,62545,45642,24655,81523,94460,26208,19455,5205,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),1050,1500,555,484,203,--,363,2253,--,130,--,
应收账款(万元),4961,5671,4201,3194,692,559,445,535,275,62,88,
预付款项(万元),8184,6121,4644,1407,2884,3163,6223,5303,1960,1348,5819,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,266,117,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),2015,1487,1047,185,75,108,172,601,338,5503,5152,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
存货(万元),46370,36884,25951,16254,18093,12850,7471,5348,6776,3716,5463,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),65449,43095,20110,20058,46239,65522,--,--,--,--,--,
流动资产合计(万元),174701,119861,91470,104127,113828,106857,96463,108618,35556,30215,21726,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,10000,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),1259,21912,20602,10458,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),68561,62526,49586,39750,35983,15772,13609,11592,11134,--,--,
累计折旧(万元),21271,16644,12882,8444,5674,4397,3534,2789,2069,--,--,
固定资产净值(万元),47290,45882,36704,31306,30309,11376,10075,8803,9066,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),47290,45882,36704,31306,30309,11376,10075,8803,9066,5466,5668,
在建工程(万元),2792,1222,6018,5413,8191,25199,12185,4943,--,532,32,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),19473,19715,20015,16223,14933,14083,14404,13549,1004,928,906,
开发支出(万元),417,395,--,--,--,--,--,--,--,--,--,
商誉(万元),8926,13825,18425,--,--,--,--,--,--,--,--,
长期待摊费用(万元),1024,465,151,--,--,--,--,--,--,5,7,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),1257,405,438,254,52,40,45,24,11,8,4,
其他非流动资产(万元),32,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),82470,103821,102352,73654,53484,50697,36709,27320,10081,6939,6618,
资产总计(万元),257171,223682,193822,177781,167313,157554,133173,135938,45637,37154,28344,
短期借款(万元),5950,--,2000,--,--,--,--,--,4000,--,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),2,310,380,250,4320,5675,660,1938,4837,12617,4440,
应付账款(万元),16818,14585,9728,7694,5636,6711,5013,3561,3393,3408,2809,
预收账款(万元),36622,29155,15670,5764,11479,11923,3481,4997,4490,2524,4136,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),4311,3058,2345,1388,1055,746,564,382,302,228,157,
应交税费(万元),3712,3753,2638,1211,158,479,16,1438,1374,1308,122,
应付利息(万元),8,--,--,--,--,--,--,--,6,--,--,
应付股利(万元),--,--,27,31,16,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),13913,10395,10900,3966,2108,1947,2208,4864,600,310,400,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),86,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),81422,61256,43687,20304,24771,27482,11942,17180,19002,20395,12064,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),39,20,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),318,476,138,--,--,--,--,--,--,--,--,
递延所得税负债(万元),161,185,211,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,
非流动负债合计(万元),518,681,349,0,0,0,0,0,0,0,0,
负债合计(万元),81940,61937,44035,20304,24771,27482,11942,17180,19002,20395,12064,
实收资本(或股本)(万元),66773,65048,65048,64937,32469,16223,16000,16000,12000,10374,10374,
资本公积(万元),21188,12405,11090,41979,73101,88153,87127,87127,7658,--,--,
减:库存股(万元),8229,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),8115,8098,7243,6170,4785,3330,2342,1612,699,1668,821,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),78064,69000,63242,42900,32186,22366,15761,14018,6279,4716,5085,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),165911,154551,146624,155986,142541,130072,121230,118757,26635,16759,16280,
少数股东权益(万元),9320,7194,3163,1490,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),175231,161745,149787,157476,142541,130072,121230,118757,26635,16759,16280,
负债和所有者权益(或股东权益)总计(万元),257171,223682,193822,177781,167313,157554,133173,135938,45637,37154,28344,		
  
