报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),25741,14392,6458,9017,6646,5668,9396,
结算备付金(万元),--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,1000,1293,--,
衍生金融资产(万元),--,--,--,--,--,--,--,
应收票据(万元),2641,--,997,464,824,731,593,
应收账款(万元),12916,--,12964,11399,9857,6967,5097,
预付款项(万元),734,1065,1241,829,379,465,490,
应收保费(万元),--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,
其他应收款(万元),--,1081,513,705,2711,1804,1541,
应收出口退税(万元), --,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,
存货(万元),6134,6081,5905,5006,4533,4013,3355,
待摊费用(万元),--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,
其他流动资产(万元),338,221,257,--,100,--,--,
流动资产合计(万元),49312,34931,28335,27420,26050,20941,20472,
发放贷款及垫款(万元),--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,
固定资产原值(万元),39719,--,--,--,--,--,--,
累计折旧(万元),14808,--,--,--,--,--,--,
固定资产净值(万元),24911,--,--,--,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,
固定资产(万元),24911,27394,23418,24689,8305,4354,2929,
在建工程(万元),9149,6414,4738,138,6455,1217,153,
工程物资(万元),3560,--,1742,1316,1094,208,1,
固定资产清理(万元),--,--,--,101,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,
无形资产(万元),6835,4790,5010,5220,3426,534,525,
开发支出(万元),--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,
长期待摊费用(万元),--,--,92,192,459,445,55,
