报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),31699,29503,45089,28268,24339,20229,32025,7780,4874,3571,1666,946,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),7741,--,--,--,--,144,113,107,144,142,86,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),8188,4514,4138,326,822,1266,1148,1255,364,217,20,66,
应收账款(万元),83000,57351,37099,25416,7419,5650,5587,2951,2269,1634,1087,792,
预付款项(万元),2906,2930,3318,1404,1172,458,138,64,172,41,15,1,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,51,53,153,--,--,--,--,--,--,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,0,0,
其他应收款(万元),2124,1967,1603,1284,305,201,170,190,126,103,655,767,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),15016,12753,12927,5747,3652,3294,1981,1955,1947,1274,816,514,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,0,0,
其他流动资产(万元),1967,20224,8367,11,0,--,--,--,--,--,0,0,
流动资产合计(万元),152640,129293,112594,62611,37709,31242,41161,14303,9895,6982,4344,3087,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),8850,7850,5000,--,--,--,--,--,--,--,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,0,0,
长期股权投资(万元),2874,1495,789,195,207,257,--,--,--,--,0,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),1201,1239,--,--,--,--,--,--,--,--,0,0,
固定资产原值(万元),19046,18544,15959,12656,10834,10622,896,670,462,437,--,--,
累计折旧(万元),6406,5296,3658,2281,849,460,223,136,77,113,--,--,
固定资产净值(万元),12640,13248,12301,10375,9986,10162,672,535,385,324,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,0,--,--,--,--,--,
固定资产(万元),12640,13248,12301,10375,9986,10162,672,535,385,324,229,95,
在建工程(万元),13975,7739,2201,133,--,--,--,--,--,--,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),15499,10048,8758,6493,1456,1257,520,263,41,8,6,5,
开发支出(万元),4764,5468,1445,521,--,--,--,--,--,--,--,0,
商誉(万元),119285,127450,109732,61480,5142,4167,--,--,--,--,0,0,
