报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
货币资金(万元),120789,110103,99725,81909,52688,9630,11249,9943,3384,4538,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,
应收票据(万元),4750,--,5978,8000,900,100,--,--,--,--,
应收账款(万元),414402,618589,271577,194176,112844,75501,38840,11374,9279,3429,
预付款项(万元),55642,48073,39530,39651,15143,8963,13014,7609,4142,3692,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,
应收利息(万元),2423,1113,881,876,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),62231,21942,25261,24673,13202,11666,7019,5361,1566,1193,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,
存货(万元),317153,411997,293410,250136,70968,67947,79480,53549,50708,20003,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),344,6894,--,--,--,--,--,--,--,--,
其他流动资产(万元),131891,121646,119735,--,--,--,--,--,--,--,
流动资产合计(万元),1109624,1340357,856098,599421,265744,173806,149601,87836,69079,32856,
发放贷款及垫款(万元),--,2266,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),750,750,1750,1750,1750,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),954,1252,--,--,--,--,--,--,--,--,
长期股权投资(万元),19504,8437,3243,2500,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),653,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),57841,66574,52255,48147,35311,14867,14612,13971,12027,1138,
累计折旧(万元),14793,16109,11472,8599,3999,3051,2396,1566,778,320,
