报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
货币资金(万元),162288,101732,58516,123719,87109,63309,90841,80220,5188,55176,15440,15145,2456,
结算备付金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
交易性金融资产(万元),--,--,--,--,--,--,15000,5000,--,0,--,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
应收票据(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
应收账款(万元),2263,2652,3377,3847,4053,2732,2197,2196,1801,1134,768,633,658,
预付款项(万元),--,--,9293,7754,5,--,--,--,--,0,22572,0,0,
应收保费(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
应收利息(万元),--,--,439,--,--,--,--,--,--,0,--,0,0,
应收股利(万元),--,--,--,--,--,--,1200,2642,--,2137,9735,0,0,
其他应收款(万元),360,1217,203,966,343,247,382,220,173,188,210,853,171,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,0,--,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
存货(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
待摊费用(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
一年内到期的非流动资产(万元),55422,62536,27992,70802,31003,--,--,--,--,0,--,0,0,
其他流动资产(万元),5868,16894,116,16000,16000,71000,--,--,--,0,--,0,0,
流动资产合计(万元),226202,185031,99936,223087,138513,137288,109620,90278,7163,58635,48725,16630,3285,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
可供出售金融资产(万元),12715,20976,20926,18417,15417,--,--,--,--,0,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
长期应收款(万元),360787,448239,393129,206786,16387,5818,--,--,--,0,319,9549,0,
长期股权投资(万元),303665,145369,135440,120030,91154,97480,92218,91030,95311,83052,26580,25527,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
固定资产原值(万元),353062,351926,350076,349322,347195,347025,348419,347898,336779,335839,335355,276464,271301,
累计折旧(万元),199495,179344,161048,141077,123352,106887,92236,78297,64789,53578,44993,37378,28670,
固定资产净值(万元),153567,172582,189028,208244,223843,240138,256183,269602,271990,282261,290361,239085,242631,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
固定资产(万元),153567,172582,189028,208244,223843,240138,256183,269602,271990,282261,290361,239085,242631,
在建工程(万元),--,460,--,--,--,--,--,--,--,0,--,29364,3042,
工程物资(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
固定资产清理(万元),14,--,--,--,--,--,--,--,--,0,--,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
