报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),309890,48113,56701,53293,28935,11702,44656,54327,8057,5544,1708,
结算备付金(万元),--,--,--,--,--,--,--,--,0,0,--,
拆出资金(万元),--,--,--,--,--,--,--,--,0,0,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,0,0,--,
应收票据(万元),34441,33428,25867,22038,12308,12991,5111,2739,513,1568,1458,
应收账款(万元),120750,78450,60178,62117,45353,32060,25401,25227,20668,16966,10824,
预付款项(万元),4014,5481,1870,2201,3051,1968,1189,2861,1277,485,612,
应收保费(万元),--,--,--,--,--,--,--,--,0,0,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,0,0,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,0,0,--,
应收利息(万元),--,--,--,--,--,--,--,--,0,0,0,
应收股利(万元),--,8875,--,--,--,--,--,--,0,0,0,
其他应收款(万元),16986,1581,1868,5423,2461,2364,1710,847,117,281,374,
应收出口退税(万元), --,--,--,--,--,--,--,--,0,0,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,0,0,--,
应收保证金(万元),--,--,--,--,--,--,--,--,0,0,--,
内部应收款(万元),--,--,--,--,--,--,--,--,0,0,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,0,0,--,
存货(万元),46406,47389,41344,38783,43042,41210,33001,24111,17943,14682,10426,
待摊费用(万元),--,--,--,--,--,--,--,--,0,0,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,0,0,--,
一年内到期的非流动资产(万元),--,--,957,686,--,--,--,--,0,0,0,
其他流动资产(万元),60096,7588,4783,2873,2613,1848,1256,838,517,291,372,
流动资产合计(万元),594518,231933,193568,187413,137762,104143,112323,110949,49092,39817,25773,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,0,0,--,
可供出售金融资产(万元),65048,43155,23115,1315,680,--,--,--,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,0,0,0,
长期应收款(万元),16651,--,--,--,--,--,--,--,0,0,0,
长期股权投资(万元),27215,12749,5943,--,--,--,--,1088,830,552,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,0,0,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,0,0,0,
固定资产原值(万元),177624,170116,150645,135322,120314,86417,65366,45650,27328,18272,--,
累计折旧(万元),62359,51845,41588,32535,23520,16122,11229,7218,5005,3139,--,
固定资产净值(万元),115265,118271,109057,102787,96794,70294,54137,38432,22323,15132,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,0,0,--,
固定资产(万元),115265,118271,109057,102787,96794,70294,54137,38432,22323,15132,7268,
在建工程(万元),7874,1918,2757,5675,3055,15632,11972,17486,13184,7906,3946,
工程物资(万元),--,--,--,--,--,--,--,--,0,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,0,0,--,
油气资产(万元),--,--,--,--,--,--,--,--,0,0,0,
无形资产(万元),20496,16620,17421,19457,21250,7469,3300,3233,2675,2589,2634,
开发支出(万元),--,--,--,--,--,--,--,--,0,0,0,
商誉(万元),789581,199967,186233,179594,150339,--,--,--,0,0,0,
长期待摊费用(万元),14994,11332,7835,8893,6040,5300,2643,467,116,102,71,
股权分置流通权(万元),--,--,--,--,--,--,--,--,0,0,--,
递延所得税资产(万元),3177,1913,1460,1299,608,368,351,312,216,401,209,
其他非流动资产(万元),19783,3521,3001,647,3360,3847,4742,--,0,0,0,
非流动资产合计(万元),1080085,409444,356824,319668,282126,102910,77145,61018,39344,26683,14129,
资产总计(万元),1674604,641377,550392,507081,419888,207052,189468,171967,88435,66499,39902,
短期借款(万元),29716,23143,19400,22100,9200,800,9500,567,19823,10550,12150,
向中央银行借款(万元),--,--,--,--,--,--,--,--,0,0,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,0,0,--,
拆入资金(万元),--,--,--,--,--,--,--,--,0,0,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,0,0,--,
应付票据(万元),16914,19151,20236,16962,12912,12920,2388,210,63,3700,668,
应付账款(万元),66686,45301,34654,31631,20570,24047,14738,14281,11230,12746,4905,
预收账款(万元),790,4003,5498,5032,4387,580,918,466,939,1169,1333,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,0,0,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,0,0,--,
应付职工薪酬(万元),9795,6381,5028,4856,4222,2362,1747,1723,2067,1409,964,
