报告日期,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
流动资产合计(万元),57669,43107,55337,49338,36945,43403,48045,76964,43568,54037,59926,56859,56255,71085,84343,107776,63322,55802,29650,35468,44447,45578,50568,48401,43690,46129,73290,20757,44485,68833,80737,109693,103438,84665,83924,89140,86803,98655,116963,148091,200733,205901,219513,203743,206926,233661,226050,292683,296326,296390,272938,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,--,--,--,--,--,--,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,
固定资产原值(万元),--,--,100524,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,95323,--,95153,--,95016,--,94978,--,95644,--,94263,--,93992,--,91643,--,90934,--,85570,0,72571,0,44168,--,44947,--,47658,--,47545,--,47703,--,48259,
累计折旧(万元),--,--,39043,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27699,--,25960,--,24268,--,22524,--,21243,--,19161,--,17065,--,15009,--,13058,--,11939,0,11345,0,32154,--,32066,--,32555,--,32005,--,31351,--,30432,
固定资产净值(万元),--,--,61481,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,67624,--,69193,--,70748,--,72455,--,74401,--,75102,--,76927,--,76635,--,77876,--,73632,0,61226,0,12014,--,12881,--,15103,--,15540,--,16352,--,17828,
固定资产减值准备(万元),--,--,153,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,211,--,211,--,217,--,217,--,243,--,243,--,247,--,247,--,247,--,249,0,357,0,714,--,696,--,704,--,704,--,79,--,79,
固定资产(万元),59858,--,61328,61740,62321,63045,63825,64591,65192,65951,66633,67327,68164,68629,69380,65662,66400,67133,67413,68153,68982,69685,70532,71392,72238,73220,74159,75072,74859,75706,76680,76388,76388,77175,77628,73651,73383,68520,60869,59121,11300,11748,12185,13912,14399,14424,14836,15926,16273,16743,17749,
在建工程(万元),226,--,207,178,17,17,17,62,103,24,49,92,21,179,159,2694,1909,709,601,573,568,224,225,224,208,278,156,226,227,266,240,4202,4852,4793,5095,8390,8770,13625,17582,17702,64236,50379,40635,28032,13879,5674,3679,104,250,108,97,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,24,0,0,--,--,--,--,--,--,--,--,--,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,
无形资产(万元),5125,5174,5270,5367,5435,5540,5665,5767,5889,6012,6058,6175,6273,6356,6469,6556,6667,6776,6888,7004,7133,7253,7387,7535,7667,7816,7997,7995,8190,8381,8584,5231,5384,5543,5732,5934,6105,6247,6134,6304,6361,6472,6434,6032,6145,2085,2178,2270,2404,2559,2714,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,
长期待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,3,6,10,14,18,21,25,313,316,320,324,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,
递延所得税资产(万元),1383,1387,1452,2196,2200,2269,2347,1643,2181,3454,3613,5621,6066,6597,6390,6782,7609,7737,8043,7557,5236,5291,5253,5363,5445,5713,5755,5045,5320,7714,8088,6634,6765,6232,6232,7407,7420,8500,8500,7393,7393,7393,7393,5770,5574,5770,5770,1218,1086,1086,1086,
其他非流动资产(万元),--,74,74,--,8,88,174,1860,56,226,322,38,32,1859,1493,2536,2643,3713,2455,--,--,-270,1,--,--,--,981,--,--,231,579,676,--,12,42,50,0,0,2,0,418,517,617,--,--,--,--,--,--,--,0,
非流动资产合计(万元),66591,67386,68330,69481,69981,70960,72028,73923,73421,75667,76675,79253,80557,83621,83891,84230,85229,86069,85399,83286,81919,82182,83397,84514,85558,87027,89048,88339,88596,92298,94171,93131,93389,93757,94730,95433,95677,96892,93111,90521,89712,76516,67275,53759,40014,27974,26488,19831,20330,20816,21970,
资产总计(万元),124261,110493,123667,118819,106926,114363,120073,150887,116989,129704,136600,136111,136812,154706,168234,192006,148550,141871,115048,118754,126366,127760,133965,132914,129248,133156,162338,109096,133080,161132,174908,202824,196827,178421,178654,184573,182481,195547,210075,238611,290445,282417,286788,257501,246941,261635,252538,312514,316655,317206,294908,
短期借款(万元),152800,155800,155800,155980,151480,157480,162480,157480,138980,135480,148959,162559,154952,142305,148933,163180,163180,145980,151280,137000,155000,168000,162920,170440,188040,170000,170500,151500,160200,164000,156300,152700,132500,113800,115200,131300,138900,142000,223500,217800,237700,224300,192400,153190,121190,104690,77940,80950,84400,82400,64700,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,
交易性金融负债(万元),--,--,--,83,222,--,72,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,--,--,--,--,--,--,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,
应付票据(万元),12546,--,18411,--,12681,17009,9991,4891,9750,17920,13062,12307,24158,24577,27861,19135,14738,19583,13345,6490,6655,4665,--,2870,9480,10863,4253,--,--,--,4555,6260,3197,2522,1870,1131,1410,9204,21908,16604,7386,13280,43365,50700,31327,43652,71984,81237,66018,56089,57090,
应付账款(万元),43657,--,35891,--,29186,28719,32992,44012,37866,29754,29262,28623,18132,31824,30723,50130,40433,37076,19832,28500,27258,23148,19380,17681,15391,24604,28544,25667,26938,28380,30928,39228,39794,30517,31545,29012,33098,41500,42519,54120,62478,54340,53273,50843,63737,65533,45538,48665,66634,70330,63495,
预收账款(万元),27718,20860,21099,18437,18437,27605,25593,56094,54017,69965,65977,65667,69659,84267,89363,89372,65351,71213,64943,83523,67125,58760,80308,66171,40638,50928,79694,49526,60106,77357,91249,101487,109529,112104,105934,111341,99881,91180,3140,1034,1240,1034,1044,5701,9009,12783,17057,17471,7071,10390,12870,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,
应付职工薪酬(万元),1241,3812,1819,1957,1378,1591,1397,851,648,1148,950,952,731,1075,831,734,472,984,987,4269,4021,4635,4706,4403,4163,5472,5344,5202,5098,5970,5768,6403,6234,7284,7060,6861,6663,7981,7801,3939,4639,4561,4499,4457,4532,4833,4749,2650,855,855,1139,
应交税费(万元),-221,881,1971,-1756,546,182,581,-215,-192,707,1449,1105,-189,417,-530,-20,66,-920,273,-1060,-2579,-2283,-3000,-3431,-6922,-10213,-9461,-11780,-11269,-10994,-10888,-10809,-10206,-9343,-8843,-9547,-9411,-9530,-9150,-6611,-4603,-8932,-10291,-9770,-6532,1493,1851,1444,3820,10306,11410,
应付利息(万元),166,--,166,--,170,170,170,173,173,162,319,276,251,229,189,1999,200,200,200,216,316,216,1228,661,354,244,244,202,202,202,202,200,200,200,200,--,0,0,327,66,208,393,305,42,--,34,184,40,61,70,152,
应付股利(万元),--,--,--,--,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,--,--,--,--,61,61,33,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,
其他应付款(万元),3231,--,4850,3886,4161,3516,10675,10069,11188,11102,10658,7875,7800,6406,8063,5100,4352,5175,4155,3589,3438,4027,4133,3868,5193,6166,6050,7889,8110,9725,9783,9443,9230,8702,8569,4407,3930,3520,3884,1278,4792,3847,2526,3012,1897,2134,1486,1115,3945,2865,632,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,6000,9000,9000,9000,9000,3000,--,--,--,--,5000,
其他流动负债(万元),114,280,280,216,--,159,1162,261,261,3188,3188,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,46,46,61,61,--,--,--,33,
流动负债合计(万元),241252,230577,240288,231384,218317,236488,245169,273674,252747,269482,273880,279421,275549,291155,305490,329687,288849,279347,255072,262583,261289,261223,269731,262720,256393,258121,285225,228262,249440,274697,287953,304969,290534,265843,261591,274562,274528,285911,293984,288287,319897,301878,296177,267222,234206,238215,220850,233632,232865,233338,216521,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,9000,9000,10000,7000,7000,13000,16000,19000,19000,19000,14000,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5030,5037,5039,5047,5051,5096,5096,0,0,--,--,--,--,--,--,--,--,--,0,
长期递延收益(万元),1079,1086,1093,1100,1106,1113,1120,1127,1134,1141,1148,1155,1162,--,1176,1183,1190,1197,1204,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,1169,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
其他非流动负债(万元),--,74,74,254,7,10,195,1714,55,396,422,308,222,668,699,871,787,3704,2499,493,529,361,505,599,651,385,1264,1157,795,1088,1613,1493,1428,373,329,315,293,158,123,1445,1937,1954,2065,--,--,--,--,--,--,--,0,
非流动负债合计(万元),2731,1159,2818,3070,2860,3029,3077,4757,3146,3543,3628,3710,3685,4194,4287,4114,4095,7077,5940,493,529,361,505,599,651,385,1264,1157,795,1088,1613,1493,6457,5410,5368,5361,5344,5254,5219,1445,10937,10954,12065,7000,7000,13000,16000,19000,19000,19000,14000,
负债合计(万元),243983,231737,243106,234453,221177,239517,248246,278431,255893,273025,277508,283130,279234,295349,309777,333801,292943,286425,261012,263076,261818,261585,270236,263318,257044,258506,286489,229420,250234,275784,289566,306462,296992,271252,266959,279923,279872,291164,299203,289733,330834,312832,308242,274222,241207,251215,236850,252633,251866,252339,230522,
实收资本(或股本)(万元),29700,29700,29700,29700,29700,29700,29700,29700,29700,29700,29700,29700,29700,29700,29700,29700,29700,29700,29700,29700,29700,29700,29700,29700,29700,29700,29700,29700,29700,29700,29700,29700,29700,29700,29700,29700,29700,29700,29700,29700,29700,29700,29700,29700,29700,29700,29700,29700,29700,29700,29700,
资本公积(万元),23527,23527,23527,23508,23508,23508,17466,17466,17466,17466,17466,17466,17466,17466,17466,17466,17466,17466,17466,17466,17466,17466,17466,17466,17466,17466,17466,17466,17466,17466,17466,17466,17466,17466,17466,17466,17466,17466,17466,17466,17466,17466,17466,17472,17485,17485,17485,17938,17938,17938,17485,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),3942,3942,3942,3942,3942,3942,3942,3942,3942,3942,3942,3942,3942,3942,3942,3942,3942,3942,3942,3942,3942,3942,3942,3942,3942,3942,3942,3942,3942,3942,3942,3942,3942,3942,3942,3942,3942,3942,3942,3942,3942,3942,3942,3942,3942,3942,3942,4440,4440,4440,3942,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,
未分配利润(万元),-177203,-178724,-176920,-173088,-171705,-182607,-179585,-179011,-190373,-194790,-192377,-198402,-193811,-192036,-192936,-193380,-195974,-196135,-197543,-195452,-186635,-185012,-187457,-181683,-179074,-176628,-175430,-171603,-168434,-165990,-165996,-154977,-151505,-144177,-139650,-146697,-148741,-146973,-140504,-102522,-91817,-81873,-72937,-68792,-47352,-42732,-37543,5847,10805,10623,11111,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,
