报告日期,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,0,0,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,258,--,0,0,0,
其他应收款(万元),--,--,3081,4501,9490,15645,22224,5904,21780,23314,27889,5528,7041,5218,7174,8334,11345,6776,5751,5370,5647,6236,4581,9480,9068,6112,6575,3712,4919,5003,3905,6611,7593,8387,7350,4506,2484,3144,2895,4068,3455,5105,3789,6514,5489,6204,5709,10174,11786,12444,8244,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,0,--,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,0,--,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,0,0,0,
存货(万元),52445,58861,66592,58956,64112,64265,79345,74047,66857,79430,70449,63852,63880,74081,69808,62929,66702,72213,78613,67091,66511,73202,72785,70640,67715,80693,76553,81827,79889,88128,87304,75442,69975,71368,78266,69821,69726,79156,75039,51589,50964,62283,54972,58852,56055,47407,43944,55171,47150,51312,47927,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,0,--,0,
一年内到期的非流动资产(万元),2768,2768,2755,38,38,500,500,1500,1500,1500,1500,--,--,--,--,--,778,778,1278,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,0,30,0,
其他流动资产(万元),6802,5918,6014,3713,3104,2130,3894,1690,1825,1907,1594,1857,2512,2696,3080,2040,2985,2743,2937,2272,2281,2314,2529,5023,3274,3391,3376,4945,4600,4882,5337,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,0,0,0,
流动资产合计(万元),271038,312908,277020,317391,330787,346408,325448,261313,279335,304514,261299,238380,228329,248220,226022,225262,227347,237725,213036,207861,213757,237280,223357,234297,235156,245845,212819,238950,240529,248158,231046,206296,191085,214440,231443,232410,209422,209780,179580,153516,149225,159572,124192,123631,119165,115341,115062,132302,111758,129269,109923,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,0,0,0,
可供出售金融资产(万元),--,--,300,300,300,300,300,300,300,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,--,0,--,--,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,0,0,0,
长期应收款(万元),1102,1026,383,3200,3154,1310,1223,1978,1978,1700,500,2000,2000,1500,1500,1500,1500,1500,1500,1278,1278,1278,1278,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,0,0,0,
长期股权投资(万元),--,--,--,--,--,--,--,2603,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,23,23,23,23,23,--,--,--,--,--,0,308,399,956,1230,1230,1229,4040,4308,6152,6538,11538,11516,12264,11824,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,0,--,0,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,0,0,0,
固定资产原值(万元),180113,--,181578,--,178627,--,190273,--,209829,--,208439,--,230440,--,225959,--,214898,--,215392,--,212909,--,210729,--,188641,--,189011,--,182448,--,175956,--,134247,--,133160,--,138041,--,135574,--,137325,--,136115,--,133475,--,129088,--,127995,--,129867,
累计折旧(万元),79088,--,75870,--,78208,--,85428,--,91667,--,87224,--,93955,--,89877,--,85789,--,81655,--,76787,--,72297,--,68809,--,64907,--,59764,--,56745,--,56016,--,52957,--,55465,--,52708,--,52333,--,50434,--,48808,--,46068,--,42631,--,39944,
固定资产净值(万元),101025,--,105707,--,100418,--,104845,--,118162,--,121215,--,136485,--,136082,--,129109,--,133737,--,136122,--,138433,--,119832,--,124104,--,122685,--,119211,--,78231,--,80203,--,82576,--,82866,--,84992,--,85681,--,84668,--,83019,--,85363,--,89924,
固定资产减值准备(万元),1104,--,1104,--,525,--,525,--,273,--,273,--,285,--,286,--,301,--,301,--,35,--,35,--,35,--,35,--,35,--,35,--,35,--,35,--,35,--,35,--,35,--,1625,--,1631,--,1631,--,1631,--,1631,
固定资产(万元),-1104,--,104604,105660,99894,102483,104320,115505,117888,119762,120942,134628,136201,134256,135797,134942,128808,130484,133436,133906,136087,137420,138397,118143,119797,122142,124069,122407,122649,121551,119176,77707,78195,78879,80167,86808,82541,83950,82831,84356,84956,84134,84056,82193,83037,81295,81389,82524,83860,83203,88293,
在建工程(万元),--,--,62720,48669,49026,33626,29286,28130,17483,8432,7780,4642,2601,6292,7048,6934,13896,10212,11659,2494,2285,2089,1449,22523,21271,20290,17461,24017,15824,17321,19975,52238,49957,43540,33676,3523,22815,14764,13529,7540,4202,2566,3202,5424,4678,5652,4971,3766,3532,7198,4151,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,0,0,0,
固定资产清理(万元),--,--,12,--,58,102,88,--,--,--,--,--,--,80,--,57,14,12,--,-25,13,13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,-18,--,128,0,88,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,0,--,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,0,0,0,
无形资产(万元),34035,34965,36132,34295,34766,35245,35675,38139,30637,31291,32012,38580,39263,38917,39525,38076,38687,43853,44491,42995,43685,44387,45079,43554,44133,45543,46112,39480,39951,40530,41098,39949,40394,40835,41292,25063,25283,25670,26056,24328,22799,23029,23199,21376,21433,21392,21513,21821,21933,22448,22970,
开发支出(万元),6180,4115,2722,4540,3846,2533,1914,3105,2573,1773,1128,2547,1642,1571,707,2663,1764,1084,407,2386,1705,1314,739,2249,1583,832,341,618,184,163,150,1136,393,111,53,210,155,77,0,1562,2431,2384,1857,2335,2272,2494,2462,1021,883,0,0,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,0,0,0,
长期待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,25,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,53,37,--,0,159,131,148,--,9,18,19,--,--,0,6,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,0,--,0,
递延所得税资产(万元),1418,1068,1068,453,453,502,502,240,239,240,240,255,255,255,255,268,268,277,162,217,217,217,217,304,304,304,304,265,265,265,265,371,371,371,371,157,157,157,157,716,716,716,716,797,897,658,658,2193,2193,2193,851,
其他非流动资产(万元),1327,1327,1362,9056,7400,9123,9123,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3,3,4,4,2491,2492,2494,2494,221,233,244,256,295,269,292,292,--,0,0,367,
非流动资产合计(万元),212423,210255,209303,206172,198896,185223,182431,189999,171098,163198,162602,182651,181962,182871,184832,184440,184937,187421,191654,183276,185270,186717,187159,186773,187088,189111,188309,186810,178896,179852,180686,171403,169312,163740,155563,118304,133481,127420,125467,119838,116698,114452,114515,116469,116911,117935,117823,122991,123918,127400,128456,
资产总计(万元),483460,523163,486322,523562,529683,531631,507879,451313,450434,467712,423901,421031,410291,431091,410854,409701,412284,425146,404691,391137,399027,423997,410517,421071,422244,434956,401128,425760,419424,428010,411731,377699,360397,378180,387006,350715,342903,337200,305047,273354,265923,274023,238707,240100,236076,233276,232884,255293,235675,256669,238379,
短期借款(万元),42945,52800,43700,45200,42600,35800,34600,42600,42154,41409,38100,39600,40400,42573,42909,45462,44387,52136,56650,48580,46938,52560,55370,57250,56668,60668,62818,62170,59220,54397,59845,41750,42819,42448,55866,35941,31287,25987,24477,26827,26605,46523,59077,56512,59342,61342,61560,60664,59985,61475,60575,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,0,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,--,0,--,--,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,0,--,0,
应付票据(万元),103576,--,93194,--,97918,103099,99435,82118,81739,77626,76280,67930,54020,55115,51962,44406,41757,38473,29059,28507,23300,16283,22204,22413,20562,22498,10185,16478,17743,9347,12017,15757,13678,7102,7586,11246,10783,8581,7001,6303,6806,4285,3058,3072,1377,0,--,4120,2724,3493,4924,
应付账款(万元),106667,--,116853,--,132619,134989,122593,101799,109708,131394,98281,112931,112384,127639,107685,113794,118229,126574,109656,103880,116877,129101,118592,122289,126987,133128,117430,127683,119446,135613,120162,115996,101112,115500,112722,94025,94592,94774,86753,74949,71720,82841,61387,64277,59224,55974,59560,55440,45338,54598,45501,
预收账款(万元),14304,19342,13926,13393,12842,19147,25378,15212,21511,17890,22123,19818,17795,17223,19601,15534,16723,17615,19000,20644,18782,31247,22067,25524,23688,25412,18760,26070,26638,27091,23323,19376,18256,22042,21426,18737,22837,25858,24162,23692,18507,19599,10279,14258,16241,15577,15845,18497,15668,16012,13874,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,0,0,0,
应付职工薪酬(万元),7166,8426,7757,6698,7146,8472,7933,8753,8394,9117,9181,8213,8273,9166,8049,7390,8335,7432,7536,6546,7705,9934,8222,8328,8643,9466,8582,8178,9061,9851,9787,8339,9224,11906,14242,12547,13627,16189,15698,8796,9322,8417,7486,6849,6593,6909,7275,2964,2600,4092,5880,
应交税费(万元),8312,9019,9382,3113,3371,4350,5551,3196,3899,3890,4537,1484,1496,1776,2410,2710,1761,1194,1580,1735,1447,2052,1864,1964,2227,1831,1936,1409,1693,1737,1366,-2239,-2170,-1713,-965,-896,58,-1268,-3944,-527,329,1419,-7,-792,-430,765,1077,251,279,1281,441,
应付利息(万元),25,46,21,17,15,21,25,25,28,33,33,30,27,32,32,30,19,31,33,26,27,29,29,54,42,45,34,33,31,41,198,56,35,43,51,48,875,825,772,490,500,2943,2943,2975,2637,2330,1956,1471,1186,813,477,
应付股利(万元),45,45,1177,40,40,489,1125,--,--,40,40,--,--,--,--,45,45,45,45,--,--,--,--,--,344,135,90,--,--,--,--,--,262,172,172,62,62,62,62,27,27,27,5,5,5,5,5,41,0,14,17,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,0,--,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,0,--,0,
其他应付款(万元),--,--,26649,--,26944,25797,29322,23313,21722,25483,24751,23262,26340,26595,27193,29325,28277,29065,28184,27387,26724,26304,26842,28683,28255,28572,28116,29217,30357,30155,27016,29549,29300,29251,24890,36939,33321,36529,25765,29717,28913,25446,23703,25861,24019,23036,22566,15452,11580,23027,21336,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,0,--,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,0,--,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,0,0,0,
一年内到期的非流动负债(万元),14344,10570,10985,5419,5663,6514,6481,10651,10651,6994,6994,5222,5270,4918,4918,4583,4870,4870,4620,--,--,--,--,--,--,--,--,--,--,2000,2000,4000,4000,--,--,1000,2850,1850,1850,--,2677,2677,2677,--,--,0,--,2400,2400,2400,2400,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,250,250,250,250,213,213,213,213,205,205,205,205,194,184,184,184,--,0,--,0,--,0,--,--,--,--,0,--,--,0,0,0,
流动负债合计(万元),321129,356355,323644,326203,329157,338677,332442,287666,299807,313876,280320,278489,266004,285037,264760,263278,264403,277434,256362,237555,242050,267759,255440,266716,267628,281968,248165,271442,264394,270436,255918,232780,216701,226936,236175,209648,210293,209385,182596,170274,165405,194177,170607,173017,169010,165937,169844,161300,143273,167203,155425,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6000,12030,26707,24857,25857,27357,24730,24730,9490,--,2677,2677,2677,2677,2677,2677,2707,2707,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,0,0,0,
长期应付款(万元),--,--,6938,17140,18639,8447,5394,4936,8086,11574,2279,6120,5714,4409,5214,6798,7679,8825,10223,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,3705,--,3206,3853,871,0,
专项应付款(万元),--,--,1501,--,1485,1347,1347,1247,1247,1247,1247,1167,1167,1167,1167,1167,1167,1167,1167,1167,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,0,0,0,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,51,--,3278,3297,1748,0,
长期递延收益(万元),47415,47390,47425,47919,47940,48002,33064,24892,9300,9018,9050,9895,9956,10016,10077,10040,10098,10169,10213,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,0,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,0,0,0,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10055,10126,10169,10213,10262,10318,8989,9033,9116,9160,9199,9133,10098,8872,8918,8964,--,0,--,0,--,0,--,--,--,--,0,--,--,0,0,0,
非流动负债合计(万元),62338,59891,56395,65961,68966,58689,40714,31846,19432,22652,13408,18223,17882,16644,17522,19208,20154,21375,22826,11222,10126,10169,10213,10262,10318,8989,9033,9116,9160,9199,9133,10098,8872,14918,20994,26707,24857,25857,27357,24730,24730,9490,--,2677,2677,6434,2677,9161,8314,5326,2707,
负债合计(万元),383466,416247,380039,392164,398123,397366,373156,319512,319239,336528,293728,296713,283886,301681,282282,282487,284557,298809,279188,248777,252176,277929,265653,276978,277947,290957,257197,280557,273553,279635,265051,242877,225572,241854,257169,236355,235150,235242,209953,195004,190135,203667,170607,175694,171687,172371,172521,170461,151587,172529,158132,
实收资本(或股本)(万元),64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,
资本公积(万元),54658,54658,54658,54658,54658,54658,54658,54733,54733,54733,54733,54849,54849,54849,54849,54849,54849,54849,54849,54849,54849,54849,54849,54863,54863,54863,54837,55516,55516,55302,55302,55323,55323,55323,55249,51094,51094,51094,51094,48988,48988,48988,48988,49015,49015,49015,49015,51850,51850,51850,49012,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,0,0,0,
专项储备(万元),46,100,91,102,106,103,92,101,93,76,68,74,45,15,12,17,52,100,112,65,91,120,87,102,70,78,42,-59,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,0,--,--,
盈余公积(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,1201,1201,5313,3365,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,0,0,0,
未分配利润(万元),-45898,-43188,-43434,-35810,-34110,-32181,-31667,-34237,-34171,-34204,-34477,-38877,-37134,-34858,-35084,-35639,-34991,-35756,-35941,-23570,-19986,-20353,-20692,-21021,-20442,-20778,-21216,-21539,-21727,-21292,-21949,-20392,-19910,-20883,-24305,-27740,-32397,-37194,-41645,-44551,-47029,-51848,-54688,-58212,-57652,-57832,-58349,-42772,-42833,-46734,-43669,
