报告日期,2018-12-31,2017-12-31,2016-12-31,2010-12-31,
营业总收入(万元),80081,0,0,0,
营业收入(万元),80081,0,0,0,
利息收入(万元),--,--,--,0,
已赚保费(万元),--,--,--,0,
手续费及佣金收入(万元),--,--,--,0,
房地产销售收入(万元),--,--,--,0,
其他业务收入(万元),--,--,--,0,
营业总成本(万元),80784,146,52,895,
营业成本(万元),77262,--,0,0,
利息支出(万元),--,--,--,0,
手续费及佣金支出(万元),--,--,--,0,
房地产销售成本(万元),--,--,--,0,
研发费用(万元),--,--,--,0,
退保金(万元),--,--,--,0,
赔付支出净额(万元),--,--,--,0,
提取保险合同准备金净额(万元),--,--,--,0,
保单红利支出(万元),--,--,--,0,
分保费用(万元),--,--,--,0,
其他业务成本(万元),--,--,--,0,
营业税金及附加(万元),13,--,--,0,
销售费用(万元),2366,--,--,0,
管理费用(万元),816,117,52,-771,
财务费用(万元),254,0,--,1666,
资产减值损失(万元),72,29,0,0,
公允价值变动收益(万元),-228,--,--,0,
投资收益(万元),417,--,--,0,
对联营企业和合营企业的投资收益(万元),--,--,--,0,
汇兑收益(万元),--,--,--,0,
期货损益(万元),--,--,--,0,
托管收益(万元),--,--,--,0,
补贴收入(万元),--,--,--,0,
其他业务利润(万元),--,--,--,0,
营业利润(万元),-513,-146,-52,-894,
营业外收入(万元),38,--,198545,88,
营业外支出(万元),1,--,--,0,
非流动资产处置损失(万元),--,--,--,0,
利润总额(万元),-476,-146,198493,-807,
所得税费用(万元),-84,--,--,0,
未确认投资损失(万元),--,--,--,0,
净利润(万元),-392,-146,198493,-807,
归属于母公司所有者的净利润(万元),-304,-146,198493,-807,
被合并方在合并前实现净利润(万元),--,--,--,0,
少数股东损益(万元),-88,--,--,0,
基本每股收益,-0,-0.01,6.92,-0.03,
稀释每股收益,-0,-0.01,6.92,-0.03,
