报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),81919,60645,43142,41353,38444,42027,37706,33571,
营业收入(万元),81919,60645,43142,41353,38444,42027,37706,33571,
利息收入(万元),--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,
营业总成本(万元),76900,57036,39612,37960,34968,37044,32877,29379,
营业成本(万元),63460,46301,31243,30755,28577,31594,28048,26204,
利息支出(万元),--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,
研发费用(万元),3749,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,
营业税金及附加(万元),509,464,177,177,161,129,265,251,
销售费用(万元),2651,2396,2154,2212,2033,1738,1772,1537,
管理费用(万元),5157,6821,4443,3839,3566,3334,2495,2105,
财务费用(万元),507,-204,154,163,86,-68,-190,-73,
资产减值损失(万元),867,1258,1440,814,544,316,486,-646,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,
投资收益(万元),110,--,--,--,81,222,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,
营业利润(万元),5303,3840,3531,3393,3557,5206,4829,4192,
营业外收入(万元),0,15,198,497,340,432,250,338,
营业外支出(万元),3,0,1,15,4,1,2,28,
非流动资产处置损失(万元),--,--,0,4,4,1,--,20,
利润总额(万元),5299,3855,3728,3875,3893,5637,5077,4502,
所得税费用(万元),430,236,289,359,379,669,574,533,
未确认投资损失(万元),--,--,--,--,--,--,--,--,
净利润(万元),4869,3619,3439,3516,3513,4969,4503,3969,
归属于母公司所有者的净利润(万元),3837,3619,3440,3516,3515,4971,4525,3983,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,
少数股东损益(万元),1032,-0,-0,-0,-1,-2,-22,-14,
基本每股收益,0.25,0.4,0.47,0.52,0.52,0.74,0.67,0.69,
稀释每股收益,0.25,0.4,0.47,0.52,0.52,0.74,0.67,0.69,
