报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),271889,246190,197702,185119,177558,159027,
营业收入(万元),271889,246190,197702,185119,177558,159027,
利息收入(万元),--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,
营业总成本(万元),240931,217154,175303,169887,164123,146783,
营业成本(万元),176422,156674,124674,123421,117786,107650,
利息支出(万元),--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,
研发费用(万元),6896,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,
营业税金及附加(万元),1397,1365,1161,848,614,695,
销售费用(万元),44639,39167,30398,26604,30290,25838,
管理费用(万元),11399,18490,16339,16222,13701,11380,
财务费用(万元),-666,592,1231,2054,1444,903,
资产减值损失(万元),844,866,1501,737,287,316,
公允价值变动收益(万元),--,--,--,--,--,--,
投资收益(万元),1566,53,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,
营业利润(万元),32815,29523,22399,15232,13435,12244,
营业外收入(万元),1291,1357,1508,1120,1050,1233,
营业外支出(万元),40,71,35,66,148,377,
非流动资产处置损失(万元),--,--,6,6,8,54,
利润总额(万元),34067,30809,23873,16285,14337,13100,
所得税费用(万元),5559,5075,4102,2807,2388,2310,
未确认投资损失(万元),--,--,--,--,--,--,
净利润(万元),28507,25735,19770,13478,11949,10790,
归属于母公司所有者的净利润(万元),28507,25735,19770,13478,11529,9880,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,420,910,
基本每股收益,1.07,1.25,0.99,0.8,0.75,0.64,
稀释每股收益,1.07,1.25,0.99,0.8,0.75,0.64,
