报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),40513,35285,15832,12524,16537,7199,
营业收入(万元),40513,35285,15832,12524,16537,7199,
利息收入(万元),--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,
营业总成本(万元),32056,26700,12420,11248,12807,7167,
营业成本(万元),23084,20338,8826,7780,9250,4573,
利息支出(万元),--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,
研发费用(万元),1974,1457,800,645,--,--,
退保金(万元),--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,
营业税金及附加(万元),633,298,230,116,114,93,
销售费用(万元),3058,2339,1273,1224,996,771,
管理费用(万元),2628,1496,1197,1277,2185,1598,
财务费用(万元),174,139,-144,-245,-18,17,
资产减值损失(万元),506,632,240,451,281,114,
公允价值变动收益(万元),--,--,--,--,7,2,
投资收益(万元),17,23,30,49,62,164,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,
营业利润(万元),11523,8841,3442,1326,3799,198,
营业外收入(万元),127,50,435,314,273,338,
营业外支出(万元),53,18,47,14,22,30,
非流动资产处置损失(万元),--,--,--,--,--,--,
利润总额(万元),11597,8873,3830,1626,4051,506,
所得税费用(万元),1790,1393,584,239,558,42,
未确认投资损失(万元),--,--,--,--,--,--,
净利润(万元),9807,7480,3246,1387,3493,464,
归属于母公司所有者的净利润(万元),9898,7816,3311,1457,3461,469,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,
少数股东损益(万元),-91,-336,-66,-70,32,-5,
基本每股收益,1.28,1.04,0.44,0.19,0.46,0.06,
稀释每股收益,1.28,1.04,0.44,0.19,0.46,0.06,
