报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),21584,23110,19157,20014,18053,19011,23126,20595,12260,6223,
营业收入(万元),21584,23110,19157,20014,18053,19011,23126,20595,12260,6223,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),18821,19499,14780,13018,12403,10879,11946,9935,6386,3986,
营业成本(万元),8186,8600,6894,7244,6801,6088,6082,4328,2391,1888,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,
研发费用(万元),4909,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),357,437,287,208,214,255,325,296,76,25,
销售费用(万元),2934,2926,2478,2013,3008,3138,2703,2383,1725,634,
管理费用(万元),3464,8561,6032,5064,4407,3545,4082,3016,2265,1406,
财务费用(万元),-963,-1141,-1037,-1524,-2032,-2183,-1349,-128,-87,-53,
资产减值损失(万元),-66,117,126,13,5,35,102,40,16,85,
公允价值变动收益(万元),--,--,--,--,--,--,0,--,--,--,
投资收益(万元),1048,552,229,226,--,--,--,--,1,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,
营业利润(万元),4355,4436,4606,7222,5650,8132,11180,10660,5875,2237,
营业外收入(万元),5,--,302,279,335,606,1117,925,434,343,
营业外支出(万元),0,6,577,0,1,0,0,1,5,1,
非流动资产处置损失(万元),--,--,0,0,1,0,0,1,4,1,
利润总额(万元),4359,4430,4331,7501,5983,8738,12297,11584,6305,2579,
所得税费用(万元),1193,797,981,1639,1123,1954,2222,1903,1091,171,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,
净利润(万元),3167,3633,3351,5862,4860,6784,10075,9681,5214,2408,
归属于母公司所有者的净利润(万元),1222,1894,1910,4163,3703,5086,7926,8208,4171,2178,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),1945,1739,1440,1699,1158,1698,2149,1473,1043,230,
基本每股收益,0.04,0.06,0.06,0.12,0.33,0.45,0.81,0.98,0.5,0.26,
稀释每股收益,0.04,0.06,0.06,0.12,0.33,0.45,0.81,0.98,0.5,0.26,
