报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,
营业总收入(万元),193100,213711,179890,160312,123650,45751,31743,50836,37813,26936,21054,20085,16351,11456,
营业收入(万元),193100,213711,179890,160312,123650,45751,31743,50836,37813,26936,21054,20085,16351,11456,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),188448,201096,168124,147515,114098,45088,33612,42222,31870,24177,18175,16562,13811,9948,
营业成本(万元),125494,138268,116475,103891,76708,21719,13194,21073,14530,10111,6463,7239,5248,2190,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),19267,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),1420,2031,1546,1819,1234,521,622,717,533,435,302,296,267,180,
销售费用(万元),23158,21534,17734,12926,10407,9131,7691,8505,7399,5356,4765,3954,3503,3555,
管理费用(万元),14321,33023,27065,24744,21210,11708,10387,11375,8591,8587,6208,4501,4326,3558,
财务费用(万元),-4303,-1219,557,-90,-270,-243,-272,-260,-147,-196,-130,66,151,178,
资产减值损失(万元),9090,7460,4747,4224,4809,2252,1990,812,963,-116,565,506,316,287,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
投资收益(万元),-399,180,187,386,0,--,-28,185,--,0,--,160,-7,21,
对联营企业和合营企业的投资收益(万元),-419,160,179,386,--,--,--,--,--,0,--,15,-7,21,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),10534,15313,11953,13183,9552,664,-1896,8799,5943,2758,2879,3683,2534,1529,
营业外收入(万元),2366,5075,7669,5059,4704,3577,3179,1996,1847,1974,1294,577,29,665,
营业外支出(万元),57,74,16,7,8,1,13,5,21,1,43,17,5,2,
非流动资产处置损失(万元),--,--,13,2,7,1,2,0,14,1,3,15,5,0,
利润总额(万元),12843,20314,19607,18236,14248,4240,1269,10790,7768,4731,4130,4243,2557,2192,
所得税费用(万元),394,2588,2311,1980,1740,684,299,1815,744,526,149,451,335,168,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),12448,17725,17295,16256,12508,3555,970,8975,7024,4205,3980,3792,2222,2024,
归属于母公司所有者的净利润(万元),12020,16905,15575,14877,11944,3886,1787,8650,6511,3565,3438,3375,2006,1892,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),428,820,1720,1378,564,-331,-817,325,514,640,542,417,216,132,
基本每股收益,0.14,0.21,0.36,0.34,0.55,0.23,0.1,0.5,0.49,0.44,0.62,0.67,0.4,0.38,
稀释每股收益,0.14,0.21,0.36,0.34,0.55,0.23,0.1,0.5,0.49,0.44,0.62,0.67,0.4,0.38,
