报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
营业总收入(万元),58320,54914,52718,55715,67387,60043,53808,56493,41781,31871,27787,19694,
营业收入(万元),58320,54914,52718,55715,67387,60043,53808,56493,41781,31871,27787,19694,
利息收入(万元),--,--,--,--,--,--,--,--,--,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,0,0,0,
营业总成本(万元),64475,55653,52579,55442,61291,55342,48173,48536,36422,27044,24735,17553,
营业成本(万元),51889,45168,41745,45705,53327,48118,43274,43844,32261,23028,21235,15286,
利息支出(万元),--,--,--,--,--,--,--,--,--,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,0,0,0,
研发费用(万元),3201,--,--,--,--,--,--,--,--,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,0,0,0,
营业税金及附加(万元),480,563,420,218,251,197,151,213,104,116,95,37,
销售费用(万元),5701,3835,4347,3437,3480,3339,2728,2413,1575,1330,994,642,
管理费用(万元),2840,4577,6208,7152,5550,4406,3705,3261,2458,2264,1777,1345,
财务费用(万元),-1500,1338,-904,-1461,-1505,-844,-1764,-1329,-29,159,365,219,
资产减值损失(万元),1863,172,763,392,188,127,79,134,53,147,268,24,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,0,0,0,
投资收益(万元),1351,897,342,240,--,--,--,--,--,0,0,0,
对联营企业和合营企业的投资收益(万元),-127,-102,-143,-78,--,--,--,--,--,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,0,0,0,
营业利润(万元),-4681,320,481,513,6097,4700,5635,7957,5359,4827,3052,2141,
营业外收入(万元),6,13,218,352,1051,2401,909,778,958,72,344,203,
营业外支出(万元),24,21,47,52,29,37,33,6,7,10,35,13,
非流动资产处置损失(万元),--,--,17,32,12,36,32,2,2,0,0,0,
利润总额(万元),-4699,312,652,813,7118,7065,6511,8729,6310,4889,3361,2331,
所得税费用(万元),-203,-123,30,450,898,782,890,1304,896,636,364,336,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,0,0,0,
净利润(万元),-4496,435,623,363,6220,6282,5621,7425,5414,4253,2997,1995,
归属于母公司所有者的净利润(万元),-4479,444,625,768,6208,5846,5247,7425,5414,4253,2997,1995,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,0,0,0,
少数股东损益(万元),-18,-9,-2,-405,12,436,374,--,--,0,0,0,
基本每股收益,-0.15,0.01,0.02,0.03,0.2,0.39,0.35,0.49,0.79,0.7,0.54,0.37,
稀释每股收益,-0.15,0.01,0.02,0.03,0.2,0.39,0.35,0.49,0.79,0.7,0.54,0.37,
