报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),213540,180785,158496,138807,122429,100122,
营业收入(万元),213540,180785,158496,138807,122429,100122,
利息收入(万元),--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,
营业总成本(万元),198841,167783,148399,130694,116882,94657,
营业成本(万元),152104,129426,116177,103102,92416,74797,
利息支出(万元),--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,
营业税金及附加(万元),966,685,760,734,790,688,
销售费用(万元),38911,30712,25333,22121,19579,15828,
管理费用(万元),6313,6339,5529,4376,3699,3049,
财务费用(万元),409,568,570,351,301,258,
资产减值损失(万元),139,54,30,11,96,36,
公允价值变动收益(万元),--,--,--,--,--,--,
投资收益(万元),1527,220,101,122,98,254,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,
营业利润(万元),17178,14097,10199,8235,5646,5720,
营业外收入(万元),13,55,568,653,727,473,
营业外支出(万元),235,231,54,41,29,61,
非流动资产处置损失(万元),--,--,18,2,3,1,
利润总额(万元),16957,13921,10714,8848,6343,6132,
所得税费用(万元),3882,3465,2562,2251,1576,1559,
未确认投资损失(万元),--,--,--,--,--,--,
净利润(万元),13075,10456,8151,6596,4767,4573,
归属于母公司所有者的净利润(万元),11999,9358,7399,5962,4421,4384,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,
少数股东损益(万元),1075,1098,752,634,346,190,
基本每股收益,1.28,1.25,0.99,0.79,0.59,0.58,
稀释每股收益,1.28,1.25,0.99,0.79,0.59,0.58,
