报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
营业总收入(万元),88863,54690,41112,23708,10330,
营业收入(万元),88863,54690,41112,23708,10330,
利息收入(万元),--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,
营业总成本(万元),66299,42980,31167,18906,8910,
营业成本(万元),47177,29074,20905,13514,5727,
利息支出(万元),--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,
研发费用(万元),3452,2033,1530,--,--,
退保金(万元),--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,
分保费用(万元),--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,
营业税金及附加(万元),655,471,554,134,70,
销售费用(万元),12137,7355,5031,1954,699,
管理费用(万元),3396,3030,2668,2957,2230,
财务费用(万元),-1139,357,127,27,43,
资产减值损失(万元),621,659,353,320,141,
公允价值变动收益(万元),--,--,--,-0,0,
投资收益(万元),--,23,119,12,17,
对联营企业和合营企业的投资收益(万元),--,--,--,--,-0,
汇兑收益(万元),--,--,--,--,--,
期货损益(万元),--,--,--,--,--,
托管收益(万元),--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,
营业利润(万元),24670,13406,10060,4814,1438,
营业外收入(万元),280,145,550,730,136,
营业外支出(万元),77,13,38,3,0,
非流动资产处置损失(万元),--,--,--,0,--,
利润总额(万元),24873,13537,10572,5541,1574,
所得税费用(万元),3741,1989,1697,868,306,
未确认投资损失(万元),--,--,--,--,--,
净利润(万元),21132,11548,8874,4673,1268,
归属于母公司所有者的净利润(万元),21132,11548,8874,4673,1268,
被合并方在合并前实现净利润(万元),--,--,--,--,--,
少数股东损益(万元),--,--,--,--,-0,
基本每股收益,2.82,1.54,1.2,3.21,1.13,
稀释每股收益,2.82,1.54,1.2,3.21,1.13,
