报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
营业总收入(万元),94097,88347,83959,77447,83291,
营业收入(万元),94097,88347,83959,77447,83291,
利息收入(万元),--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,
营业总成本(万元),80023,75881,73191,69451,73635,
营业成本(万元),63328,62013,58037,57252,61293,
利息支出(万元),--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,
研发费用(万元),3785,3511,3829,2995,--,
退保金(万元),--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,
分保费用(万元),--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,
营业税金及附加(万元),666,455,556,269,295,
销售费用(万元),6647,5950,5889,5109,4876,
管理费用(万元),4882,3570,3776,2892,6300,
财务费用(万元),167,251,333,444,228,
资产减值损失(万元),548,131,771,492,644,
公允价值变动收益(万元),--,--,--,--,--,
投资收益(万元),120,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,
期货损益(万元),--,--,--,--,--,
托管收益(万元),--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,
营业利润(万元),15388,13843,10866,8001,9656,
营业外收入(万元),6,4,568,712,651,
营业外支出(万元),234,38,29,306,3,
非流动资产处置损失(万元),--,--,--,--,0,
利润总额(万元),15160,13810,11404,8407,10304,
所得税费用(万元),1991,2283,1823,1178,1540,
未确认投资损失(万元),--,--,--,--,--,
净利润(万元),13170,11527,9582,7230,8763,
归属于母公司所有者的净利润(万元),12919,11385,9449,7214,8602,
被合并方在合并前实现净利润(万元),--,--,--,--,--,
少数股东损益(万元),251,142,133,16,161,
基本每股收益,1.08,1.03,0.86,0.64,0.69,
稀释每股收益,1.08,1.03,0.86,0.64,0.69,
