报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
营业总收入(万元),82719,77927,67713,61858,63213,
营业收入(万元),82719,77927,67713,61858,63213,
利息收入(万元),--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,
营业总成本(万元),63094,58882,54064,53562,54981,
营业成本(万元),51312,46815,45260,46179,46344,
利息支出(万元),--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,
研发费用(万元),3145,3196,--,--,--,
退保金(万元),--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,
分保费用(万元),--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,
营业税金及附加(万元),410,299,310,264,152,
销售费用(万元),1444,1330,1666,1308,1508,
管理费用(万元),6792,6118,7736,6863,7212,
财务费用(万元),-1113,435,-1093,-1203,-340,
资产减值损失(万元),1104,690,186,150,104,
公允价值变动收益(万元),--,--,--,--,--,
投资收益(万元),--,64,431,102,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,
期货损益(万元),--,--,--,--,--,
托管收益(万元),--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,
营业利润(万元),19625,19109,14080,8398,8233,
营业外收入(万元),118,120,180,266,265,
营业外支出(万元),64,29,48,91,173,
非流动资产处置损失(万元),--,--,44,86,163,
利润总额(万元),19679,19199,14212,8574,8325,
所得税费用(万元),2701,2735,1983,1138,1099,
未确认投资损失(万元),--,--,--,--,--,
净利润(万元),16978,16464,12229,7435,7226,
归属于母公司所有者的净利润(万元),16978,16464,12229,7435,7226,
被合并方在合并前实现净利润(万元),--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,
基本每股收益,0.21,0.21,0.17,0.11,0.11,
稀释每股收益,0.21,0.21,0.17,0.11,0.11,
