报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),101836,90401,77476,62453,55244,44850,38777,32576,
营业收入(万元),101836,90401,77476,62453,55244,44850,38777,32576,
利息收入(万元),--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,
营业总成本(万元),90369,74645,63360,51536,44052,36210,32134,27618,
营业成本(万元),69819,58697,50762,43089,35679,29337,25641,21482,
利息支出(万元),--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,
研发费用(万元),6010,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,
营业税金及附加(万元),1207,980,752,420,351,282,343,127,
销售费用(万元),3866,3190,2926,2319,2182,1824,1614,1395,
管理费用(万元),6278,11289,8927,5596,4720,3819,3533,3352,
财务费用(万元),833,208,-477,70,842,621,813,1134,
资产减值损失(万元),2355,281,470,41,278,325,190,128,
公允价值变动收益(万元),2508,--,--,--,--,--,--,--,
投资收益(万元),159,428,730,487,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,
营业利润(万元),14848,16446,14845,11403,11192,8640,6642,4958,
营业外收入(万元),311,160,568,334,315,254,82,226,
营业外支出(万元),145,108,197,172,209,73,35,4,
非流动资产处置损失(万元),--,--,22,14,13,7,34,3,
利润总额(万元),15014,16497,15217,11566,11298,8821,6690,5181,
所得税费用(万元),2495,2658,2847,2095,2143,1803,1203,770,
未确认投资损失(万元),--,--,--,--,--,--,--,--,
净利润(万元),12519,13840,12370,9471,9155,7018,5486,4411,
归属于母公司所有者的净利润(万元),11695,13082,11835,9283,8932,6942,5506,4509,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,
少数股东损益(万元),824,758,535,188,224,76,-20,-98,
基本每股收益,0.54,0.61,0.55,0.93,1.12,0.87,0.69,0.56,
稀释每股收益,0.54,0.6,0.55,0.93,1.12,0.87,0.69,0.56,
