报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),528253,418717,382174,249373,215076,163849,144397,136255,105663,80012,
营业收入(万元),528253,418717,382174,249373,215076,163849,144397,136255,105663,80012,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),523672,394486,364157,238125,205975,153179,132789,125555,97405,75132,
营业成本(万元),468612,357912,339799,220532,189111,140643,122875,117426,91261,68602,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,
研发费用(万元),1350,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),756,930,415,161,326,251,792,1330,829,646,
销售费用(万元),14683,14540,10683,7682,6014,4922,3465,2193,1423,887,
管理费用(万元),14439,15040,13522,10304,7763,6522,5660,4709,3862,4577,
财务费用(万元),217,743,0,48,-511,122,156,110,16,-7,
资产减值损失(万元),23614,5321,-262,-601,3272,718,-159,-213,14,428,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,
投资收益(万元),542,376,309,170,2,-50,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,269,50,-0,--,--,--,--,--,--,
汇兑收益(万元),--,11,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,
营业利润(万元),6580,26532,18326,11418,9103,10620,11609,10700,8258,4880,
营业外收入(万元),71,36,1483,728,882,634,712,158,126,351,
营业外支出(万元),74,93,215,269,412,162,43,57,46,13,
非流动资产处置损失(万元),--,--,6,1,--,1,9,3,--,1,
利润总额(万元),6576,26474,19593,11876,9573,11091,12278,10802,8338,5217,
所得税费用(万元),2685,2429,4650,2996,2425,2695,2852,1844,1315,1074,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,
净利润(万元),3891,24045,14944,8880,7148,8397,9425,8957,7023,4143,
归属于母公司所有者的净利润(万元),3152,23109,14155,8833,7082,8409,9452,8957,7023,4110,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),739,936,788,47,66,-12,-27,0,--,33,
基本每股收益,0.05,0.76,0.51,1.03,0.84,1.15,1.3,1.23,0.96,0.58,
稀释每股收益,0.05,0.75,0.51,1.01,0.84,1.15,1.3,1.23,0.96,0.58,
