报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
营业总收入(万元),50137,63396,50170,56691,83388,63872,51875,47033,41333,35541,29464,25574,
营业收入(万元),50137,63396,50170,56691,83388,63872,51875,47033,41333,35541,29464,25574,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,0,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,0,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,0,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,0,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,0,--,
营业总成本(万元),49922,71199,48880,55027,72642,54441,43823,39997,35488,31585,26749,25184,
营业成本(万元),37213,47827,35659,40750,57420,45693,39958,37138,32031,28671,24488,22772,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,0,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,0,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,0,--,
研发费用(万元),1370,--,--,--,--,--,--,--,--,--,0,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,0,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,0,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,0,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,0,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,0,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,0,--,
营业税金及附加(万元),731,759,555,930,2562,812,344,311,193,176,154,121,
销售费用(万元),5061,5033,5044,5044,4887,3975,1523,1341,945,535,438,295,
管理费用(万元),5183,6151,5919,7092,5314,3747,2988,2219,1871,1357,965,840,
财务费用(万元),-736,2181,1601,1123,1860,-103,-1087,-976,468,897,744,1037,
资产减值损失(万元),1100,9247,101,88,599,316,98,-35,-21,-52,-39,119,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,0,--,
投资收益(万元),563,8,94,-17,48,35,--,--,--,291,12,84,
对联营企业和合营企业的投资收益(万元),19,8,94,-17,48,--,--,--,--,--,13,84,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,0,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,0,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,0,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,0,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,0,--,
营业利润(万元),1261,-6652,1384,1647,10794,9466,8052,7036,5846,4247,2727,474,
营业外收入(万元),300,36,290,684,934,522,436,315,393,132,210,149,
营业外支出(万元),28,304,52,22,25,42,64,76,33,3,78,5,
非流动资产处置损失(万元),--,--,50,19,--,0,20,71,32,3,13,3,
利润总额(万元),1533,-6920,1622,2309,11703,9945,8423,7274,6206,4377,2859,618,
所得税费用(万元),214,968,614,987,2101,1834,1374,1126,939,640,731,224,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,0,--,
净利润(万元),1319,-7888,1009,1322,9602,8111,7050,6149,5267,3737,2128,394,
归属于母公司所有者的净利润(万元),1687,-7545,1507,1807,9482,8423,7254,6202,5267,3738,2140,438,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,0,--,
少数股东损益(万元),-367,-343,-498,-484,120,-312,-205,-54,--,-1,-12,-44,
基本每股收益,0.04,-0.2,0.04,0.05,0.56,0.74,0.64,0.55,0.59,0.51,0.36,0.07,
稀释每股收益,0.04,-0.2,0.04,0.05,0.56,0.74,0.64,0.55,0.59,0.51,0.36,0.07,
