报告日期,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
营业总收入(万元),10429049,9724067,9243130,8935318,6218432,4051592,3471072,2637121,2098038,
营业收入(万元),10429049,9724067,9243130,8935318,6218432,4051592,3471072,2637121,2098038,
利息收入(万元),--,--,--,--,--,0,--,0,0,
已赚保费(万元),--,--,--,--,--,0,--,0,0,
手续费及佣金收入(万元),--,--,--,--,--,0,--,0,0,
房地产销售收入(万元),--,--,--,--,--,0,--,0,0,
其他业务收入(万元),--,--,--,--,--,0,--,0,0,
营业总成本(万元),9828772,9265989,8905050,8644006,6031867,3976697,3367039,2552110,2065280,
营业成本(万元),8462426,8010339,7889253,7734879,5394301,3544512,2950727,2209174,1774641,
利息支出(万元),--,--,--,--,--,0,--,0,0,
手续费及佣金支出(万元),--,--,--,--,--,0,--,0,0,
房地产销售成本(万元),--,--,--,--,--,0,--,0,0,
研发费用(万元),--,--,--,--,--,0,--,0,0,
退保金(万元),--,--,--,--,--,0,--,0,0,
赔付支出净额(万元),--,--,--,--,--,0,--,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,0,--,0,0,
保单红利支出(万元),--,--,--,--,--,0,--,0,0,
分保费用(万元),--,--,--,--,--,0,--,0,0,
其他业务成本(万元),--,--,--,--,--,0,--,0,0,
营业税金及附加(万元),54674,62783,46902,29815,17906,10939,13292,9259,9260,
销售费用(万元),202540,201808,172267,146834,110947,57760,59865,43729,30988,
管理费用(万元),844264,764480,667322,584718,461842,326646,277534,245750,209691,
财务费用(万元),132052,112676,105844,122534,38418,36388,59530,35428,32817,
资产减值损失(万元),132815,113902,23463,25226,8454,451,6091,8771,7884,
公允价值变动收益(万元),-33,-607,151,3081,-4113,0,--,0,0,
投资收益(万元),40655,25144,23799,23923,13727,48955,16490,7756,2915,
对联营企业和合营企业的投资收益(万元),38436,29066,23863,24475,27165,25256,--,0,0,
汇兑收益(万元),--,--,--,--,--,0,--,0,0,
期货损益(万元),--,--,--,--,--,0,--,0,0,
托管收益(万元),--,--,--,--,--,0,--,0,0,
补贴收入(万元),--,--,--,--,--,0,--,0,0,
其他业务利润(万元),--,--,--,--,--,0,--,0,0,
营业利润(万元),640901,482614,362031,318317,196179,123850,120523,92767,35673,
营业外收入(万元),41588,45291,64239,57748,46782,42472,26618,26392,9039,
营业外支出(万元),21368,17992,12547,14683,9686,5451,4149,8503,7947,
非流动资产处置损失(万元),951,2250,2206,1840,3867,2408,1507570,0,0,
利润总额(万元),661121,509913,413722,361382,233276,160871,142992,110656,36764,
所得税费用(万元),92125,87313,60154,50883,30309,19520,15534,19805,6948,
未确认投资损失(万元),--,--,--,--,--,0,--,0,0,
净利润(万元),568996,422600,353569,310499,202967,141351,127458,90851,29817,
归属于母公司所有者的净利润(万元),549235,412856,338384,298517,190909,131556,113074,74227,13165,
被合并方在合并前实现净利润(万元),--,--,--,--,--,0,156,0,0,
少数股东损益(万元),19761,9744,15185,11982,12058,9795,14384,16624,16651,
基本每股收益,0.48,0.4,0.34,0.36,0.23,0.23,0.19,--,--,
稀释每股收益,0.48,0.4,0.33,--,--,--,--,--,--,
