报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),201203,204718,221470,217581,204980,192127,176360,151482,119621,84567,55028,
营业收入(万元),201203,204718,221470,217581,204980,192127,176360,151482,119621,84567,55028,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),182369,176297,189993,181026,168002,156335,137573,115317,93299,71037,52149,
营业成本(万元),108257,110542,125163,116935,111773,103990,88257,78838,65372,48670,33828,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),10115,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),1354,1286,1067,1071,1756,4477,6236,2007,1359,828,1395,
销售费用(万元),23502,23291,22356,22097,17374,11695,9882,9252,5259,3986,3410,
管理费用(万元),33372,34343,33264,34813,33420,34840,31444,22747,18970,13179,9864,
财务费用(万元),1329,5903,5432,4767,2332,387,1018,3124,2602,3819,1901,
资产减值损失(万元),4441,931,2712,1343,1348,946,737,-651,-263,555,1752,
公允价值变动收益(万元),2135,211,0,--,--,--,--,--,--,--,--,
投资收益(万元),4119,6469,2995,2418,191,717,--,--,--,-184,38,
对联营企业和合营企业的投资收益(万元),-99,-101,-50,-82,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),28170,36885,34472,38972,37169,36510,38787,36165,26322,13346,2917,
营业外收入(万元),3169,1939,2513,2266,4182,4207,1631,2521,1886,2429,558,
营业外支出(万元),324,889,343,399,390,306,268,157,965,241,289,
非流动资产处置损失(万元),--,--,24,15,163,16,22,27,136,20,78,
利润总额(万元),31015,37935,36642,40839,40962,40411,40150,38530,27244,15533,3187,
所得税费用(万元),222,276,-105,60,79,200,--,32,21,7,313,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),30793,37659,36747,40780,40883,40210,40150,38497,27223,15526,2874,
归属于母公司所有者的净利润(万元),30447,37542,36601,41135,40979,40210,38350,36389,27155,13543,2860,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),346,117,145,-355,-96,--,1800,2108,68,1984,13,
基本每股收益,0.1,0.12,0.12,0.13,0.28,0.27,0.28,0.33,0.24,0.19,0.04,
稀释每股收益,0.1,0.12,0.12,0.13,0.28,0.27,0.28,0.33,0.24,0.19,0.04,
