报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),68636,63312,74919,60462,52450,38192,29078,21864,14773,8442,
营业收入(万元),68636,63312,74919,60462,52450,38192,29078,21864,14773,8442,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),69969,72368,70619,57707,43725,29362,23211,17095,10944,7177,
营业成本(万元),45447,51549,51810,41267,32607,21418,17763,12898,7857,5077,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,
研发费用(万元),6281,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),693,632,619,429,562,471,437,261,120,9,
销售费用(万元),3622,3843,2649,2414,1842,1594,1179,824,526,322,
管理费用(万元),6232,12447,12169,10782,7067,5337,3082,2745,2325,1641,
财务费用(万元),4331,3267,2648,1730,420,-219,137,225,39,36,
资产减值损失(万元),3363,630,725,1085,1228,761,613,143,78,91,
公允价值变动收益(万元),1420,--,--,--,--,--,--,--,--,-8,
投资收益(万元),535,320,440,420,361,-62,--,--,--,24,
对联营企业和合营企业的投资收益(万元),535,320,--,420,361,-62,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,
营业利润(万元),1806,-7600,4740,3176,9085,8769,5867,4769,3828,1281,
营业外收入(万元),0,4,917,2548,899,888,1077,157,325,546,
营业外支出(万元),27,21,163,5,8,0,--,--,0,--,
非流动资产处置损失(万元),--,--,0,--,5,0,--,--,0,--,
利润总额(万元),1779,-7617,5494,5719,9976,9656,6943,4926,4153,1827,
所得税费用(万元),64,-1280,544,389,1445,1599,1027,594,461,186,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,
净利润(万元),1715,-6336,4949,5330,8530,8058,5916,4332,3692,1642,
归属于母公司所有者的净利润(万元),1186,-6657,4740,5289,8543,8043,5931,4332,3692,1642,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,-37,--,--,--,
少数股东损益(万元),529,320,210,41,-13,14,-15,--,--,--,
基本每股收益,0.04,-0.24,0.17,0.2,0.33,0.46,0.58,0.5,0.43,0.21,
稀释每股收益,0.04,-0.24,0.17,0.2,0.33,0.46,0.58,0.5,0.43,0.21,
