报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),84709,89566,82081,71087,70383,66641,58977,50685,
营业收入(万元),84709,89566,82081,71087,70383,66641,58977,50685,
利息收入(万元),--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,
营业总成本(万元),76086,73940,69732,61464,62872,59646,53386,45730,
营业成本(万元),59130,60060,52120,46431,49926,47572,43796,37907,
利息支出(万元),--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,
研发费用(万元),2552,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,
营业税金及附加(万元),1860,1294,1582,1104,915,989,569,568,
销售费用(万元),9232,7175,7200,6307,5924,5573,4098,3616,
管理费用(万元),3668,5631,7245,6919,5526,5056,4116,3582,
财务费用(万元),-500,-441,-5,459,503,316,791,67,
资产减值损失(万元),145,221,1591,243,77,139,16,-9,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,
投资收益(万元),205,--,412,--,--,--,--,-0,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,
营业利润(万元),9131,15767,12761,9622,7511,6996,5591,4955,
营业外收入(万元),79,310,197,221,351,47,171,14,
营业外支出(万元),26,8,99,51,17,67,11,27,
非流动资产处置损失(万元),--,--,73,44,17,66,10,21,
利润总额(万元),9184,16069,12858,9791,7845,6976,5751,4942,
所得税费用(万元),1598,4115,1543,1445,1172,1024,711,603,
未确认投资损失(万元),--,--,--,--,--,--,--,--,
净利润(万元),7586,11954,11315,8347,6673,5952,5041,4339,
归属于母公司所有者的净利润(万元),7586,11954,11315,8347,6673,5952,5062,4335,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,-22,4,
基本每股收益,0.38,0.6,1.21,1.11,0.89,0.79,0.67,0.58,
稀释每股收益,0.38,0.6,1.21,1.11,0.89,0.79,0.67,0.58,
