报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,
营业总收入(万元),5663364,5119075,3917661,3968793,4417896,5391600,4706121,4365309,3633506,
营业收入(万元),5663364,5119075,3917661,3968793,4417896,5391600,4706121,4365309,3633506,
利息收入(万元),--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,
营业总成本(万元),5465677,4817596,3334293,3267609,3883455,4738812,4374439,4189861,3356669,
营业成本(万元),5126097,4518331,3042293,2933809,3540935,4371448,3997242,3885845,3064606,
利息支出(万元),--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,
研发费用(万元),12441,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),45417,44332,39028,35907,33433,36829,29668,24328,22872,
销售费用(万元),--,--,--,--,--,--,--,--,--,
管理费用(万元),140984,149344,142608,147428,141098,151494,137190,116463,102153,
财务费用(万元),126226,105424,109951,155871,168426,174467,182729,160157,146616,
资产减值损失(万元),14513,164,413,-5406,-436,4574,27610,3068,20422,
公允价值变动收益(万元),322,-516,--,--,--,--,--,--,--,
投资收益(万元),277443,247824,275156,315529,299871,282837,209580,146098,117865,
对联营企业和合营企业的投资收益(万元),234018,215595,231754,272010,267765,256504,186990,106979,90699,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,
营业利润(万元),518378,556139,858524,1016714,834312,935626,541262,321546,394702,
营业外收入(万元),1936,917,27422,29965,34918,32583,38693,18850,21548,
营业外支出(万元),19078,3961,16021,18748,14355,38259,18639,7944,7515,
非流动资产处置损失(万元),--,--,8301,9508,6027,30997,12261,1715,1597,
利润总额(万元),501236,553095,869925,1027931,854875,929950,561316,332452,408735,
所得税费用(万元),68418,78631,150208,187338,147067,159980,98902,51359,76086,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,
净利润(万元),432818,474464,719717,840593,707808,769970,462414,281094,332649,
归属于母公司所有者的净利润(万元),403571,433446,627707,697648,596436,575730,349744,219840,248961,
被合并方在合并前实现净利润(万元),--,-1786,--,--,--,--,--,39670,72249,
少数股东损益(万元),29247,41018,92010,142945,111372,194241,112670,61254,83688,
基本每股收益,0.3,0.32,0.46,0.54,0.5,0.71,0.45,0.29,--,
稀释每股收益,0.3,0.32,0.46,0.54,0.49,0.71,0.45,0.29,--,
