报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),61931,39423,26897,21805,18053,11844,2250,
营业收入(万元),61931,39423,26897,21805,18053,11844,2250,
利息收入(万元),--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,
营业总成本(万元),55073,34289,22321,18886,16370,11373,3576,
营业成本(万元),39166,24605,14897,13691,12480,8400,1929,
利息支出(万元),--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,
研发费用(万元),2217,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,
营业税金及附加(万元),422,368,203,134,102,14,--,
销售费用(万元),7854,4918,3628,1999,1155,745,379,
管理费用(万元),3228,3282,2670,2582,2156,1534,946,
财务费用(万元),889,798,409,200,407,478,265,
资产减值损失(万元),1298,318,514,279,71,202,56,
公允价值变动收益(万元),--,--,--,--,--,--,--,
投资收益(万元),41,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,
营业利润(万元),7617,5247,4576,2919,1683,470,-1326,
营业外收入(万元),16,7,197,418,232,221,19,
营业外支出(万元),138,6,71,19,4,1,--,
非流动资产处置损失(万元),--,--,58,--,--,--,--,
利润总额(万元),7495,5248,4702,3318,1911,691,-1307,
所得税费用(万元),985,791,678,466,146,--,--,
未确认投资损失(万元),--,--,--,--,--,--,--,
净利润(万元),6510,4457,4024,2853,1765,691,-1307,
归属于母公司所有者的净利润(万元),6510,4457,4024,2853,1765,691,-1307,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,
基本每股收益,0.5,0.78,0.75,0.55,0.38,0.16,-0.41,
稀释每股收益,0.5,0.78,0.75,0.55,0.38,0.16,-0.41,
