报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,
营业总收入(万元),35264,36654,36097,34376,45796,34795,25176,17397,18216,14103,16806,18656,15482,12916,
营业收入(万元),35264,36654,36097,34376,45796,34795,25176,17397,18216,14103,16806,18656,15482,12916,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,0,--,0,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,0,--,0,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,0,--,0,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,0,--,0,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,0,--,0,--,
营业总成本(万元),36570,35580,35987,34016,37631,30666,23833,17085,15608,12225,12779,13297,10995,8893,
营业成本(万元),24055,21669,24108,22815,26842,21556,16322,10782,10875,8527,9443,9490,7818,6152,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,0,--,0,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,0,--,0,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,0,--,0,--,
研发费用(万元),2759,--,--,--,--,--,--,--,--,--,0,--,0,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,0,--,0,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,0,--,0,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,0,--,0,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,0,--,0,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,0,--,0,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,0,--,0,--,
营业税金及附加(万元),385,449,295,295,345,341,197,145,65,33,34,35,37,30,
销售费用(万元),3623,5518,5172,5136,4630,3952,3569,2877,2126,1880,1986,1762,1618,1594,
管理费用(万元),3913,7242,5630,6030,5954,4551,4060,3507,2777,2268,1951,1552,1380,1104,
财务费用(万元),217,9,-85,-288,-444,-268,-573,-651,-590,-814,-779,183,46,-23,
资产减值损失(万元),1618,694,866,28,303,532,260,425,355,330,144,275,98,36,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,1,-1,0,--,0,1,
投资收益(万元),--,--,--,--,75,274,69,-19,20,--,0,--,4,0,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,-79,-19,6,--,0,--,0,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,0,--,0,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,0,--,0,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,0,--,0,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,0,--,0,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,0,--,0,--,
营业利润(万元),222,2206,110,360,8240,4404,1411,293,2629,1876,4028,5359,4490,4024,
营业外收入(万元),110,30,978,939,1062,873,1739,1920,555,925,1116,764,894,0,
营业外支出(万元),34,79,46,14,141,0,14,30,9,1,23,3,63,25,
非流动资产处置损失(万元),--,--,2,0,--,--,3,--,2,--,0,--,0,--,
利润总额(万元),298,2158,1042,1284,9160,5277,3136,2184,3176,2801,5120,6120,5321,4000,
所得税费用(万元),-740,661,138,406,1043,148,745,551,485,378,362,573,306,139,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,0,--,0,--,
净利润(万元),1038,1497,904,878,8117,5129,2391,1633,2690,2422,4758,5548,5015,3860,
归属于母公司所有者的净利润(万元),1040,1484,912,956,8169,5141,2435,1650,2690,2422,4758,5548,4648,3480,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,--,
少数股东损益(万元),-2,13,-7,-78,-52,-12,-44,-18,--,0,0,--,367,381,
基本每股收益,0.05,0.07,0.04,0.04,0.37,0.47,0.22,0.15,0.25,0.22,0.48,0.68,0.57,--,
稀释每股收益,0.05,0.07,0.04,0.04,0.37,0.47,0.22,0.15,0.25,0.22,0,--,0,--,
