报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),48531,44632,40121,40079,41074,38579,38631,35301,
营业收入(万元),48531,44632,40121,40079,41074,38579,38631,35301,
利息收入(万元),--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,
营业总成本(万元),36850,34052,30115,30561,32359,30804,30301,27240,
营业成本(万元),25696,24004,20873,20153,20722,19630,18926,17080,
利息支出(万元),--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,
营业税金及附加(万元),851,715,1186,1993,1994,1907,1924,1678,
销售费用(万元),3115,2473,2285,2124,1308,1119,1210,924,
管理费用(万元),7172,6845,5842,5802,6388,5931,5730,5675,
财务费用(万元),-7,13,-81,490,1949,2218,2516,1892,
资产减值损失(万元),22,1,11,-1,-2,-1,-5,-9,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,
投资收益(万元),860,447,106,80,--,--,--,153,
对联营企业和合营企业的投资收益(万元),-160,-73,--,--,--,--,--,-14,
汇兑收益(万元),--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,
营业利润(万元),12795,11448,10112,9598,8714,7775,8330,8214,
营业外收入(万元),90,9,539,469,443,639,840,124,
营业外支出(万元),482,177,736,635,341,19,859,581,
非流动资产处置损失(万元),--,--,609,632,337,19,791,577,
利润总额(万元),12402,11279,9915,9432,8816,8395,8310,7756,
所得税费用(万元),3194,2991,2511,2365,2217,2111,2100,1903,
未确认投资损失(万元),--,--,--,--,--,--,--,--,
净利润(万元),9209,8289,7404,7067,6599,6284,6211,5853,
归属于母公司所有者的净利润(万元),9209,8289,7404,7067,6599,6284,6211,5853,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,
基本每股收益,0.83,0.75,0.67,0.68,0.8,0.76,0.75,0.71,
稀释每股收益,0.83,0.75,0.67,0.68,0.8,0.76,0.75,0.71,
