报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),137627,91695,73486,61658,50532,37013,27978,
营业收入(万元),137627,91695,73486,61658,50532,37013,27978,
利息收入(万元),--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,
营业总成本(万元),127385,80594,61957,52355,43562,33123,24806,
营业成本(万元),105089,63200,48201,42205,33232,25842,19871,
利息支出(万元),--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,
研发费用(万元),5861,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,
营业税金及附加(万元),495,494,648,429,295,236,165,
销售费用(万元),5435,2240,1445,1375,1219,922,714,
管理费用(万元),5948,11398,10409,6569,6261,4254,2715,
财务费用(万元),2961,2923,946,1343,2029,1666,1299,
资产减值损失(万元),1595,339,307,433,526,203,42,
公允价值变动收益(万元),0,0,--,--,--,--,--,
投资收益(万元),381,14,27,--,--,--,--,
对联营企业和合营企业的投资收益(万元),0,0,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,
营业利润(万元),12093,11877,11556,9304,6970,3890,3172,
营业外收入(万元),0,8,458,466,314,198,225,
营业外支出(万元),46,1,92,226,345,161,17,
非流动资产处置损失(万元),--,--,--,--,318,79,10,
利润总额(万元),12048,11884,11922,9543,6939,3926,3380,
所得税费用(万元),1589,1227,1888,1441,969,575,504,
未确认投资损失(万元),--,--,--,--,--,--,--,
净利润(万元),10458,10657,10034,8102,5970,3352,2876,
归属于母公司所有者的净利润(万元),10458,10657,10034,8102,5970,3352,2876,
被合并方在合并前实现净利润(万元),--,--,--,--,--,33,-50,
少数股东损益(万元),0,0,--,--,--,--,--,
基本每股收益,0.8,1.07,1,0.87,0.75,--,--,
稀释每股收益,0.8,1.07,1,0.87,0.75,--,--,
