报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
营业总收入(万元),817962,804532,663601,493450,59392,64679,54805,51653,41298,28789,84310,73694,70808,
营业收入(万元),817962,804532,663601,493450,59392,64679,54805,51653,41298,28789,84310,73694,70808,
利息收入(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
营业总成本(万元),790552,783480,632927,464378,54130,57903,50017,47165,35508,25942,83186,72235,69633,
营业成本(万元),669922,659738,543227,397933,32012,33851,29826,28868,24037,16609,64276,56002,53940,
利息支出(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
研发费用(万元),1756,--,--,--,--,--,--,--,--,0,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
营业税金及附加(万元),1936,1741,2558,4370,1221,1375,1150,1241,972,540,859,612,688,
销售费用(万元),72246,62196,52796,36939,8868,10220,8391,8786,5928,3491,5916,6657,6728,
管理费用(万元),25185,29990,28636,23279,8418,9062,7811,6865,5487,4881,10185,7608,6636,
财务费用(万元),11209,9372,4760,1708,3484,2969,1652,1330,10,163,742,327,1045,
资产减值损失(万元),8298,20445,951,150,128,425,1187,74,-926,258,1206,1030,596,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
投资收益(万元),1546,13272,273,291,574,2154,237,216,-58,1227,-138,34,-9,
对联营企业和合营企业的投资收益(万元),-68,142,145,221,--,--,--,--,--,0,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
营业利润(万元),30227,34340,30947,29364,5836,8930,5024,4703,5733,4074,986,1493,1166,
营业外收入(万元),115,434,663,258,724,139,254,533,273,223,388,151,399,
营业外支出(万元),290,148,178,103,173,73,324,85,48,112,502,1076,162,
非流动资产处置损失(万元),--,--,28,94,162,46,14,--,10,91,267,211,53,
利润总额(万元),30051,34627,31433,29519,6386,8997,4954,5150,5958,4185,871,568,1403,
所得税费用(万元),8191,10243,7371,6646,589,2532,2061,2110,1306,779,227,119,515,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
净利润(万元),21861,24384,24062,22873,5797,6465,2893,3040,4651,3406,644,448,889,
归属于母公司所有者的净利润(万元),19414,22070,21259,20580,3576,4627,1261,1633,2999,2499,506,167,89,
被合并方在合并前实现净利润(万元),--,--,--,14732,--,--,--,--,--,0,--,--,--,
少数股东损益(万元),2446,2315,2803,2294,2221,1837,1631,1407,1652,746,138,281,800,
基本每股收益,0.24,0.27,0.26,0.29,0.15,0.19,0.05,0.07,0.12,0.1,0.02,0.01,0,
稀释每股收益,0.24,0.27,0.26,0.29,0.15,0.19,0.05,0.07,0.12,0.1,0.02,0.01,0,
