报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),105157,81926,70681,55379,54048,62330,80091,
营业收入(万元),105157,81926,70681,55379,54048,62330,80091,
利息收入(万元),--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,
营业总成本(万元),94807,73785,65003,50716,49801,60374,74326,
营业成本(万元),79560,62346,53475,41473,40715,50504,63699,
利息支出(万元),--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,
研发费用(万元),3613,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,
营业税金及附加(万元),509,384,544,172,303,244,601,
销售费用(万元),8263,7690,7149,5731,5868,6047,6167,
管理费用(万元),2948,3096,2804,2654,2324,2502,2893,
财务费用(万元),-99,134,433,286,321,728,950,
资产减值损失(万元),13,136,597,400,270,349,17,
公允价值变动收益(万元),318,--,--,--,--,--,--,
投资收益(万元),451,218,142,122,113,-107,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,
营业利润(万元),11492,8685,5821,4786,4360,1849,5765,
营业外收入(万元),0,0,122,176,136,94,205,
营业外支出(万元),2,1,7,26,25,5,29,
非流动资产处置损失(万元),--,--,3,1,1,2,21,
利润总额(万元),11490,8684,5936,4935,4471,1938,5941,
所得税费用(万元),1647,1417,1131,812,806,579,1545,
未确认投资损失(万元),--,--,--,--,--,--,--,
净利润(万元),9843,7266,4804,4123,3664,1359,4396,
归属于母公司所有者的净利润(万元),9354,7145,5025,4166,3618,1335,4381,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,
少数股东损益(万元),488,121,-221,-43,46,24,15,
基本每股收益,0.73,1.06,0.89,0.74,0.64,0.24,0.86,
稀释每股收益,0.73,1.05,0.89,0.74,0.64,0.24,0.86,
