报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),70458,49588,33406,32357,35698,33281,30906,23975,
营业收入(万元),70458,49588,33406,32357,35698,33281,30906,23975,
利息收入(万元),--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,
营业总成本(万元),50402,35604,23099,23668,25776,24323,22489,18331,
营业成本(万元),32880,21412,13862,13644,14956,14023,12391,9567,
利息支出(万元),--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,
研发费用(万元),3470,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,
营业税金及附加(万元),946,832,596,412,435,452,449,331,
销售费用(万元),8420,6559,4895,5005,5141,4813,4561,4047,
管理费用(万元),5203,6506,4517,4960,4856,4621,4662,4229,
财务费用(万元),-737,-322,-1128,-581,113,183,244,2,
资产减值损失(万元),221,617,357,227,275,232,182,155,
公允价值变动收益(万元),48,-48,--,--,--,--,--,--,
投资收益(万元),-465,45,95,48,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,
营业利润(万元),19894,14312,10403,8737,9922,8958,8417,5643,
营业外收入(万元),67,69,1037,904,531,485,171,133,
营业外支出(万元),32,38,9,17,12,15,45,61,
非流动资产处置损失(万元),--,--,1,0,0,0,1,0,
利润总额(万元),19928,14343,11430,9624,10441,9429,8544,5715,
所得税费用(万元),2836,2304,1664,1415,1550,1402,1259,818,
未确认投资损失(万元),--,--,--,--,--,--,--,--,
净利润(万元),17092,12040,9766,8209,8891,8027,7285,4897,
归属于母公司所有者的净利润(万元),17045,12004,9776,8209,8891,8027,7285,4897,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,
少数股东损益(万元),47,35,-10,--,--,--,--,--,
基本每股收益,0.89,1.13,0.92,1.76,2.22,2.01,1.82,1.22,
稀释每股收益,0.89,1.13,0.92,1.76,2.22,2.01,1.82,1.22,
