报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,
营业总收入(万元),816871,724752,731480,706009,594351,532812,494184,519933,534651,463642,432344,194281,93381,75038,
营业收入(万元),816871,724752,731480,706009,594351,532812,494184,519933,534651,463642,432344,194281,93381,75038,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
营业总成本(万元),757675,657460,659400,635368,526198,466593,430617,450277,453331,390393,358923,153721,89076,70687,
营业成本(万元),554422,485529,492295,480885,400315,349597,320985,335892,340294,284498,267423,123554,78407,62079,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
研发费用(万元),29767,--,--,--,--,--,--,--,--,--,--,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
营业税金及附加(万元),4876,6113,5439,4567,3183,3361,3073,3911,897,529,263,103,0,27,
销售费用(万元),137671,109286,110331,98892,77340,72208,68172,78293,79143,74601,69585,18967,8417,6673,
管理费用(万元),31030,55331,49875,51483,46461,41357,40627,35737,36702,32675,24052,10743,2377,1878,
财务费用(万元),-1079,-49,-863,-869,-1582,-1854,-3307,-4068,-4158,-4285,-2381,-264,-229,-20,
资产减值损失(万元),989,1250,2324,411,482,1924,1066,512,452,2375,-18,616,104,50,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
投资收益(万元),13543,8771,3555,3927,3082,2847,45,376,65,23,26,0,0,0,
对联营企业和合营企业的投资收益(万元),4196,3197,-1060,-409,178,-612,-64,191,--,--,--,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
营业利润(万元),87834,80778,75635,74568,71235,69066,63612,70031,81385,73272,73447,40560,4306,4351,
营业外收入(万元),375,1873,11207,6236,5956,2130,3034,2620,2902,5924,736,1181,78,24,
营业外支出(万元),1105,886,1436,1747,1546,1611,1399,1236,1322,654,825,233,50,63,
非流动资产处置损失(万元),--,--,125,92,347,112,126,17,--,123,21,15,0,22,
利润总额(万元),87104,81765,85406,79057,75645,69585,65247,71415,82965,78542,73358,41508,4334,4312,
所得税费用(万元),12937,10774,12070,11964,14102,12585,13778,16012,15392,7132,9376,5239,0,499,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
净利润(万元),74166,70991,73336,67092,61543,57000,51469,55403,67573,71410,63982,36268,4334,3813,
归属于母公司所有者的净利润(万元),75426,68892,69773,62004,53166,46971,45524,50132,59091,60975,53805,26910,4334,3813,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,5980,--,--,
少数股东损益(万元),-1259,2099,3564,5088,8377,10029,5945,5271,8482,10435,10177,3378,0,0,
基本每股收益,0.99,0.9,0.91,0.81,0.7,0.62,0.6,0.66,0.78,1.2,2.25,1.35,3.21,3.02,
稀释每股收益,0.99,0.9,0.91,0.81,0.7,0.62,0.6,0.66,0.78,1.2,2.25,1.35,3.21,3.02,
