报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,
营业总收入(万元),657149,643425,643254,714705,823883,883172,1007043,1260844,138644,138820,86443,68652,51815,38802,26353,
营业收入(万元),657149,643425,643254,714705,823883,883172,1007043,1260844,138644,138820,86443,68652,51815,38802,26353,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
营业总成本(万元),662547,640471,652191,728835,820000,849120,960676,1159164,123640,121993,72577,58948,45599,35020,25163,
营业成本(万元),526738,495389,524231,591108,675951,712752,808649,987621,109110,112840,65805,51285,39520,31784,22743,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
研发费用(万元),39680,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
营业税金及附加(万元),5684,7807,6095,4345,3472,4747,6310,10094,672,399,239,333,227,173,126,
销售费用(万元),24166,44566,20174,11811,9965,9726,20625,27180,627,528,312,1700,738,671,565,
管理费用(万元),61962,103709,92760,91415,100314,103553,99136,121193,9481,6238,4806,4230,3840,2158,1483,
财务费用(万元),297,5343,-420,-1948,-969,1820,10185,8404,1776,1576,1264,1318,1214,145,296,
资产减值损失(万元),4020,-16343,9350,32104,31268,16520,15771,4671,1975,411,152,80,61,88,-49,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
投资收益(万元),-355,2802,-229,3170,252,1364,1878,813,--,--,--,0,--,--,--,
对联营企业和合营企业的投资收益(万元),-355,-416,-229,-278,-667,752,883,813,--,--,--,0,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
营业利润(万元),269,12826,-9166,-10961,4134,35417,48245,102493,15004,16828,13865,9704,6216,3782,1190,
营业外收入(万元),7357,2093,11589,14862,6068,5924,5285,7233,1157,1181,1185,866,654,259,444,
营业外支出(万元),6278,4855,800,2206,3549,-2209,4008,1978,340,2,102,13,2,725,298,
非流动资产处置损失(万元),--,--,101,78,913,122,139,89,--,--,--,0,--,715,298,
利润总额(万元),1349,10064,1623,1696,6653,43550,49522,107749,15822,18007,14949,10557,6868,3316,1336,
所得税费用(万元),1117,8196,711,1097,6057,10213,13463,16884,2157,2536,2038,2789,1643,793,212,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
净利润(万元),231,1868,912,599,596,33337,36059,90865,13665,15471,12910,7768,5225,2523,1124,
归属于母公司所有者的净利润(万元),1539,2532,2728,2188,2198,34454,36907,91088,13635,15471,12910,7768,5225,2523,1124,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-1308,-664,-1816,-1589,-1602,-1117,-848,-224,29,--,--,0,--,--,--,
基本每股收益,0.01,0.01,0.01,0.02,0.02,0.36,0.57,2.12,0.64,0.72,0.62,0.51,0.43,0.53,0.24,
稀释每股收益,0.01,0.01,0.01,0.02,0.02,0.36,0.57,2.12,0.64,0.72,0.62,0.51,0.43,0.53,0.24,
