报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),73937,54858,38845,34833,29207,32198,25075,17360,8710,7714,
营业收入(万元),73937,54858,38845,34833,29207,32198,25075,17360,8710,7714,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),59168,40165,27326,24718,20282,21157,15188,10674,4823,4974,
营业成本(万元),40406,26822,19022,18488,16004,17343,12420,8359,3486,3941,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,
研发费用(万元),3112,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),763,353,499,94,33,387,141,102,7,14,
销售费用(万元),2933,1818,1485,1049,889,560,458,380,278,177,
管理费用(万元),9147,8754,5795,4397,3427,2644,2094,1622,994,827,
财务费用(万元),183,707,-407,-574,-520,-131,42,162,32,12,
资产减值损失(万元),2622,1712,933,1265,450,353,33,50,26,2,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,
投资收益(万元),43,369,0,593,443,--,--,--,--,114,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,
营业利润(万元),15392,15809,11519,10708,9367,11041,9887,6686,3887,2854,
营业外收入(万元),23,122,907,790,823,399,560,297,317,--,
营业外支出(万元),71,93,90,32,12,38,7,7,9,3,
非流动资产处置损失(万元),--,--,53,3,--,0,--,--,--,--,
利润总额(万元),15344,15838,12336,11466,10178,11402,10440,6975,4195,2851,
所得税费用(万元),2273,2526,1885,1757,1602,1762,1573,888,529,185,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,
净利润(万元),13072,13312,10450,9708,8576,9640,8868,6088,3666,2667,
归属于母公司所有者的净利润(万元),13710,13648,10849,9784,8575,9643,8871,6087,3667,2671,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-639,-336,-398,-76,1,-3,-3,1,-1,-4,
基本每股收益,0.24,0.44,0.91,0.84,1.63,2.1,1.93,1.32,0.8,0.58,
稀释每股收益,0.24,0.44,0.91,0.84,1.63,2.1,1.93,1.32,0.8,0.58,
