报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),66538,60969,51158,50745,54433,50283,
营业收入(万元),66538,60969,51158,50745,54433,50283,
利息收入(万元),--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,
营业总成本(万元),63070,55661,46124,46077,48074,45647,
营业成本(万元),50531,45125,36117,36889,40118,38698,
利息支出(万元),--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,
研发费用(万元),1709,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,
营业税金及附加(万元),901,930,948,471,390,364,
销售费用(万元),2709,2177,1936,1980,1702,1346,
管理费用(万元),5850,5620,6196,5406,4401,3328,
财务费用(万元),1119,1643,877,1225,1412,1776,
资产减值损失(万元),251,165,49,106,51,134,
公允价值变动收益(万元),--,--,--,--,--,1,
投资收益(万元),610,116,73,21,61,33,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,
营业利润(万元),5066,5585,5107,4689,6420,4671,
营业外收入(万元),163,460,1036,1439,588,101,
营业外支出(万元),13,4,58,383,351,410,
非流动资产处置损失(万元),--,--,57,60,297,362,
利润总额(万元),5216,6041,6085,5745,6657,4362,
所得税费用(万元),758,1528,1596,1457,1770,1111,
未确认投资损失(万元),--,--,--,--,--,--,
净利润(万元),4457,4513,4489,4289,4887,3252,
归属于母公司所有者的净利润(万元),4496,4710,4746,4326,4861,3109,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,
少数股东损益(万元),-39,-197,-257,-38,27,143,
基本每股收益,0.56,0.79,0.79,0.72,--,--,
稀释每股收益,0.56,0.79,0.79,0.72,--,--,
