报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),156932,150242,136136,99753,63383,45568,33133,27796,
营业收入(万元),156932,150242,136136,99753,63383,45568,33133,27796,
利息收入(万元),--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,
营业总成本(万元),136679,135116,108254,74699,46075,29731,20922,17460,
营业成本(万元),86076,82194,67637,43156,27389,16737,13911,12263,
利息支出(万元),--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,
研发费用(万元),5659,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,
营业税金及附加(万元),3295,3011,2941,2060,1644,1553,1817,1938,
销售费用(万元),27746,29935,26934,22537,12930,8716,3669,2651,
管理费用(万元),8754,12861,8108,7066,5781,4675,3246,853,
财务费用(万元),-2498,-1597,-1487,-1665,-2144,-2183,-1734,-245,
资产减值损失(万元),7648,8712,4122,1544,475,233,15,--,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,
投资收益(万元),-37,8535,-419,296,-9,--,--,--,
对联营企业和合营企业的投资收益(万元),-1619,-1365,-419,-137,-9,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,
营业利润(万元),24886,24746,27462,25350,17299,15837,12211,10336,
营业外收入(万元),3932,3731,642,885,1226,1023,1393,1155,
营业外支出(万元),122,34,34,93,116,20,10,0,
非流动资产处置损失(万元),--,--,6,61,--,12,--,--,
利润总额(万元),28696,28444,28070,26143,18409,16841,13594,11491,
所得税费用(万元),409,170,56,--,--,42,--,-1653,
未确认投资损失(万元),--,--,--,--,--,--,--,--,
净利润(万元),28287,28274,28014,26143,18409,16799,13594,13145,
归属于母公司所有者的净利润(万元),28510,28396,28014,26234,18793,16736,13597,13145,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,
少数股东损益(万元),-223,-122,--,-91,-384,63,-3,--,
基本每股收益,0.55,0.55,1.7,1.68,1.21,1.07,0.89,1.64,
稀释每股收益,0.55,0.55,1.7,1.68,1.21,1.07,0.89,1.64,
