报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
营业总收入(万元),75922,160472,190060,174198,114227,82343,81702,78507,54465,44156,29585,20138,15655,
营业收入(万元),75922,160472,190060,174198,114227,82343,81702,78507,54465,44156,29585,20138,15655,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),143840,174250,191789,160966,107126,82362,73342,65126,43055,35073,25746,17138,12639,
营业成本(万元),64371,140243,165341,129383,79400,57123,53046,50776,33491,25356,17185,12303,9970,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),3748,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),883,833,1267,575,642,545,302,428,345,225,173,99,94,
销售费用(万元),733,1007,1804,2945,4008,4471,4375,3792,2885,3111,1926,1010,808,
管理费用(万元),8058,13072,11484,15914,16249,16036,12156,8364,5445,5622,4944,3091,1178,
财务费用(万元),11444,12297,8273,9350,4863,3097,2481,1321,611,620,557,47,469,
资产减值损失(万元),54602,6797,3621,2800,1963,1090,982,445,278,139,961,588,119,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),-3952,2707,8008,2159,2012,2500,1093,6457,5115,422,100,60,-5,
对联营企业和合营企业的投资收益(万元),-10190,-2405,1719,168,1354,--,--,--,578,--,94,33,-8,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),-71048,-9424,6279,15392,9114,2481,9453,19838,16525,9505,3940,3060,3011,
营业外收入(万元),23763,657,1187,3275,7338,8036,4435,1412,819,963,255,236,5,
营业外支出(万元),664,136,124,42,79,585,296,84,114,30,89,7,38,
非流动资产处置损失(万元),--,--,89,6,21,14,22,22,7,--,62,5,22,
利润总额(万元),-47949,-8903,7341,18625,16372,9933,13592,21167,17230,10438,4106,3288,2979,
所得税费用(万元),-1653,307,1629,2814,1675,1282,1629,2472,2373,1548,526,465,436,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),-46296,-9210,5713,15811,14698,8651,11963,18695,14856,8890,3580,2823,2542,
归属于母公司所有者的净利润(万元),-45224,-11531,2739,13784,13414,8535,11017,18091,13913,8215,3124,2598,2517,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-1072,2321,2974,2027,1283,115,946,604,943,675,456,225,25,
基本每股收益,-0.33,-0.08,0.04,0.2,0.26,0.2,0.26,0.51,0.62,0.38,0.2,0.31,0.38,
稀释每股收益,-0.33,-0.08,0.04,0.2,0.26,0.2,0.26,0.51,0.62,0.38,0.2,0.31,0.38,
