报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),223487,173637,131235,105545,89696,60612,
营业收入(万元),223487,173637,131235,105545,89696,60612,
利息收入(万元),--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,
营业总成本(万元),198611,155006,109091,87734,75206,52647,
营业成本(万元),169975,131932,92413,73599,64891,45527,
利息支出(万元),--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,
研发费用(万元),8732,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,
营业税金及附加(万元),1646,1339,996,382,484,190,
销售费用(万元),9213,7416,6212,5665,2990,1751,
管理费用(万元),9995,11371,9385,8093,6189,4704,
财务费用(万元),-1909,2136,-1045,-1269,-108,197,
资产减值损失(万元),958,812,1131,1265,761,278,
公允价值变动收益(万元),176,--,21,-21,--,--,
投资收益(万元),2079,33,138,419,-10,20,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,
营业利润(万元),27977,20311,22303,18210,14481,7985,
营业外收入(万元),30,216,429,897,245,125,
营业外支出(万元),333,448,569,371,284,189,
非流动资产处置损失(万元),--,--,404,288,219,10,
利润总额(万元),27674,20078,22163,18736,14441,7921,
所得税费用(万元),3786,2763,3130,2560,1275,1286,
未确认投资损失(万元),--,--,--,--,--,--,
净利润(万元),23889,17315,19033,16176,13166,6635,
归属于母公司所有者的净利润(万元),23889,17315,19033,16176,13166,6635,
被合并方在合并前实现净利润(万元),--,--,--,483,8202,234,
少数股东损益(万元),--,--,--,--,--,--,
基本每股收益,1.66,1.56,1.76,1.62,--,--,
稀释每股收益,1.66,1.56,1.76,1.62,--,--,
