报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
营业总收入(万元),577604,584653,393374,453915,388515,305088,397089,262727,236929,207593,187166,184269,164117,
营业收入(万元),577604,584653,393374,453915,388515,305088,397089,262727,236929,207593,187166,184269,164117,
利息收入(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
营业总成本(万元),479170,475124,336845,346648,322430,301205,341507,231360,174958,145427,148201,94928,79974,
营业成本(万元),278855,302998,179843,184836,156971,135992,185059,114992,82556,76855,85378,72521,60113,
利息支出(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
研发费用(万元),20,--,--,--,--,--,--,--,--,0,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
营业税金及附加(万元),12716,17593,9838,40308,28285,13491,23065,9599,8440,7386,6622,6458,5776,
销售费用(万元),2965,2396,2002,2145,2682,3687,1714,2742,1675,137,15,42,176,
管理费用(万元),11525,6922,7013,8263,9120,17853,13631,13405,11199,10313,7248,6200,4619,
财务费用(万元),171935,142908,137875,109144,123195,129712,116526,90859,65709,49352,48977,9285,9121,
资产减值损失(万元),1155,2307,274,1952,2177,470,1512,-237,5379,1384,-40,422,169,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
投资收益(万元),6821,35242,34783,41162,41709,34303,10960,8381,5800,3681,-708,-123,-126,
对联营企业和合营企业的投资收益(万元),4149,35125,32133,38405,39408,33463,10008,8283,4156,3654,-708,-98,-126,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
营业利润(万元),113321,148502,91312,148429,107795,38185,66543,39748,67771,65848,38257,89219,84017,
营业外收入(万元),844,2239,3528,1403,1095,9291,2428,1818,4787,1620,775,401,717,
营业外支出(万元),2006,2376,1329,4457,736,561,3130,1438,300,7202,395,973,214,
非流动资产处置损失(万元),--,--,5,4020,278,92,237,1,103,6325,0,0,0,
利润总额(万元),112159,148365,93511,145376,108153,46914,65841,40128,72258,60266,38638,88647,84520,
所得税费用(万元),31802,29169,18386,30007,18571,7226,13302,10274,19451,15598,11147,29607,27940,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
净利润(万元),80357,119196,75125,115368,89583,39688,52539,29854,52807,44668,27491,59040,56580,
归属于母公司所有者的净利润(万元),79880,117291,74814,114454,89034,39459,51982,29771,52652,44476,27505,59021,56575,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
少数股东损益(万元),476,1905,311,914,549,229,556,82,155,192,-14,19,6,
基本每股收益,0.21,0.4,0.21,0.51,0.4,0.18,0.23,0.14,0.25,0.21,0.13,0.32,0.31,
稀释每股收益,0.21,0.4,0.21,0.51,0.4,0.18,0.23,0.14,0.25,0.21,0,0,0.31,
