报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),75419,64964,56248,48886,46719,43274,39740,36649,
营业收入(万元),75419,64964,56248,48886,46719,43274,39740,36649,
利息收入(万元),--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,
营业总成本(万元),67732,56568,47101,40973,38601,35774,32810,31134,
营业成本(万元),55374,45554,37458,32077,30330,28392,27144,26227,
利息支出(万元),--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,
研发费用(万元),3077,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,
营业税金及附加(万元),620,501,480,313,292,259,217,106,
销售费用(万元),4107,3480,2784,2662,2302,1901,1438,1196,
管理费用(万元),4445,6937,6101,5338,5145,4722,3737,3236,
财务费用(万元),-289,-251,51,264,22,194,194,316,
资产减值损失(万元),397,347,226,321,511,307,81,53,
公允价值变动收益(万元),-11,-763,806,-26,-79,-2,2,--,
投资收益(万元),1642,2822,1321,109,38,204,24,2,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,
营业利润(万元),9521,10794,11274,7996,8077,7702,6957,5518,
营业外收入(万元),64,20,565,315,261,339,158,588,
营业外支出(万元),2,4,22,136,46,61,132,24,
非流动资产处置损失(万元),--,--,18,132,5,41,82,11,
利润总额(万元),9583,10810,11817,8174,8292,7979,6982,6082,
所得税费用(万元),1293,1720,1918,1196,1154,1170,1069,954,
未确认投资损失(万元),--,--,--,--,--,--,--,--,
净利润(万元),8290,9090,9899,6978,7137,6810,5913,5128,
归属于母公司所有者的净利润(万元),8298,9090,9899,6978,7137,6810,5913,5128,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,
少数股东损益(万元),-8,--,--,--,--,--,--,--,
基本每股收益,0.89,1.39,1.98,1.4,1.43,1.36,1.18,1.03,
稀释每股收益,0.89,1.39,1.98,1.4,1.43,1.36,1.18,1.03,
