报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,
营业总收入(万元),2111547,1377370,1945225,1261756,1175857,1038192,641112,356537,621808,283361,232591,263066,134994,94321,
营业收入(万元),2111547,1377370,1945225,1261756,1175857,1038192,641112,356537,621808,283361,232591,263066,134994,94321,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
营业总成本(万元),1677382,1144491,1666789,1055200,1059730,866514,472089,251820,427885,199043,154074,193188,106092,80610,
营业成本(万元),1356785,958641,1457976,854567,911341,722012,352108,159143,343076,164885,127264,148985,89419,70373,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
营业税金及附加(万元),112454,113414,142789,129174,93926,101546,80004,57020,51786,18107,13688,32034,10592,6199,
销售费用(万元),30657,15382,16245,12012,11717,11320,8180,6953,4917,2639,3780,2489,2575,1477,
管理费用(万元),30979,23934,29576,25786,23334,24214,19606,20328,14068,9201,8814,4978,3826,3028,
财务费用(万元),65710,21066,11410,16794,20091,5142,11217,9222,14310,1153,2177,2923,-458,-154,
资产减值损失(万元),80796,12054,8792,16867,-679,2280,975,-846,-273,3057,-1649,1766,125,-314,
公允价值变动收益(万元),--,3082,-3082,--,--,--,--,--,--,--,--,0,0,-0,
投资收益(万元),-10543,58192,7650,87,78,27753,14,408,27,--,148,-14,-13,11,
对联营企业和合营企业的投资收益(万元),-2335,7023,-2663,--,--,--,--,--,--,--,109,-28,3,14,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
营业利润(万元),424615,294486,283004,206643,116206,199431,169037,105125,193951,84318,78665,69878,28902,13722,
营业外收入(万元),1052,503,1112,2907,2245,1413,543,1343,2112,10,3362,2069,1723,834,
营业外支出(万元),1518,2331,2538,2385,2323,3781,1057,1101,1776,747,985,557,203,98,
非流动资产处置损失(万元),--,--,31,7,17,86,21,11,18,71,12,19,20,40,
利润总额(万元),424149,292658,281577,207164,116128,197063,168522,105367,194286,83580,81042,71390,30422,14458,
所得税费用(万元),108928,61663,84479,56779,35527,51435,44233,27078,51057,20764,20822,25905,10083,5001,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
净利润(万元),315221,230995,197099,150386,80601,145628,124289,78289,143229,62816,60220,45484,20339,9457,
归属于母公司所有者的净利润(万元),121702,171141,139881,100286,82904,141012,126597,78399,96621,64367,60427,45600,20358,9462,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
少数股东损益(万元),193520,59853,57218,50099,-2304,4615,-2308,-110,46609,-1551,-207,-116,-19,-5,
基本每股收益,0.39,0.55,0.46,0.37,0.61,1.04,0.94,0.58,0.71,0.48,0.61,1.01,0.48,1.58,
稀释每股收益,0.39,0.55,0.46,0.37,0.61,1.04,0.94,0.58,0.71,0.48,0.61,1.01,0.48,1.58,
