报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,
营业总收入(万元),115947,180878,103672,60292,30062,36642,30657,36132,31562,39649,31286,25728,18487,14654,
营业收入(万元),115947,180878,103672,60292,30062,36642,30657,36132,31562,39649,31286,25728,18487,14654,
利息收入(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,--,
营业总成本(万元),102121,144987,77619,37029,29354,35321,30034,33840,29553,33108,25667,20211,14178,10440,
营业成本(万元),65490,115237,53972,21410,20554,26106,21183,24804,20771,25690,19761,14956,10800,8271,
利息支出(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,--,
研发费用(万元),2828,--,--,--,--,--,--,--,--,0,--,0,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,--,
营业税金及附加(万元),1399,1529,1227,686,273,326,254,68,138,232,234,216,125,89,
销售费用(万元),12281,11865,9903,8002,3880,4133,3969,4399,4114,4031,2928,2384,1523,995,
管理费用(万元),8015,11861,10859,6344,4535,4279,4315,4414,4410,3557,2622,2508,1667,938,
财务费用(万元),5820,1662,-911,89,-295,-288,-172,-147,-261,-773,27,241,-34,21,
资产减值损失(万元),6287,2834,2569,497,407,765,486,302,382,372,94,-94,98,126,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,--,
投资收益(万元),1846,12,274,--,125,--,--,--,--,0,--,0,33,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,--,
营业利润(万元),16266,36716,26326,23263,833,1321,624,2292,2009,6541,5620,5517,4342,4215,
营业外收入(万元),2395,938,1819,698,1338,824,1582,890,1220,815,944,80,74,220,
营业外支出(万元),332,56,81,22,8,29,0,42,32,20,36,21,10,0,
非流动资产处置损失(万元),--,--,20,0,2,4,0,10,10,18,12,12,1,--,
利润总额(万元),18328,37598,28065,23939,2162,2116,2205,3141,3196,7337,6528,5577,4406,4435,
所得税费用(万元),1204,7077,4643,3624,325,261,299,459,635,1130,888,292,638,318,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,--,
净利润(万元),17124,30522,23421,20315,1838,1855,1906,2681,2561,6207,5640,5285,3768,4116,
归属于母公司所有者的净利润(万元),16402,30646,23705,20330,1838,1855,1906,2681,2561,6207,5641,5285,3768,4116,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,
少数股东损益(万元),722,-124,-283,-16,--,--,--,--,--,0,-0,-0,--,--,
基本每股收益,0.22,0.61,0.47,0.72,0.1,0.1,0.1,0.18,0.18,0.43,0.47,0.48,--,--,
稀释每股收益,0.22,0.61,0.47,0.72,0.1,0.1,0.1,0.18,0.18,0.43,0.47,0.48,--,--,
