报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),52105,61594,64811,51215,43328,37214,
营业收入(万元),52105,61594,64811,51215,43328,37214,
利息收入(万元),--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,
营业总成本(万元),47123,50916,54427,44681,37747,32787,
营业成本(万元),37343,39281,42146,35503,30284,26265,
利息支出(万元),--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,
研发费用(万元),2297,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,
营业税金及附加(万元),622,832,804,416,270,264,
销售费用(万元),1582,2109,1924,1332,1338,1034,
管理费用(万元),4015,6274,6819,5377,4141,3887,
财务费用(万元),672,1932,2006,1856,1544,1283,
资产减值损失(万元),592,490,729,197,170,53,
公允价值变动收益(万元),--,-19,--,--,--,--,
投资收益(万元),1067,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,
营业利润(万元),7173,11348,10384,6534,5581,4427,
营业外收入(万元),414,415,611,794,654,418,
营业外支出(万元),3,18,267,91,19,3,
非流动资产处置损失(万元),--,--,26,90,19,2,
利润总额(万元),7584,11745,10728,7238,6215,4842,
所得税费用(万元),916,1642,1452,941,813,624,
未确认投资损失(万元),--,--,--,--,--,--,
净利润(万元),6669,10103,9276,6297,5403,4218,
归属于母公司所有者的净利润(万元),6669,10103,9276,6297,5403,4218,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,
基本每股收益,0.43,0.84,0.77,0.52,0.45,0.35,
稀释每股收益,0.43,0.84,0.77,0.52,0.45,0.35,
