报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),36485,30289,23122,16938,11820,7683,4871,
营业收入(万元),36485,30289,23122,16938,11820,7683,4871,
利息收入(万元),--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,
营业总成本(万元),22389,16344,12599,9800,7802,5318,3592,
营业成本(万元),7869,5888,4465,3146,2190,1463,1031,
利息支出(万元),--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,
研发费用(万元),4000,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,
营业税金及附加(万元),221,219,151,112,101,72,34,
销售费用(万元),8327,6667,4553,3716,2666,1962,1344,
管理费用(万元),2350,4074,3361,2707,2680,1783,1178,
财务费用(万元),-497,-660,30,58,79,13,-15,
资产减值损失(万元),120,157,38,60,86,24,21,
公允价值变动收益(万元),--,--,--,--,--,--,--,
投资收益(万元),945,170,67,105,44,38,68,
对联营企业和合营企业的投资收益(万元),-47,-5,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,
营业利润(万元),16542,14721,10590,7244,4063,2403,1348,
营业外收入(万元),0,2,716,478,196,200,239,
营业外支出(万元),7,5,6,24,29,5,--,
非流动资产处置损失(万元),--,--,6,3,19,5,--,
利润总额(万元),16535,14718,11301,7698,4230,2597,1587,
所得税费用(万元),2366,2037,1524,1121,630,340,225,
未确认投资损失(万元),--,--,--,--,--,--,--,
净利润(万元),14169,12681,9777,6578,3600,2258,1362,
归属于母公司所有者的净利润(万元),14169,12681,9777,6578,3600,2258,1362,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,
基本每股收益,1.57,2.31,2.17,1.46,0.8,--,--,
稀释每股收益,1.57,2.31,2.17,1.46,0.8,--,--,
