报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),178841,189121,188668,175501,168475,167802,165656,168281,137559,120164,111401,
营业收入(万元),178841,189121,188668,175501,168475,167802,165656,168281,137559,120164,111401,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),165458,169396,170845,157528,151314,147844,143599,149913,119498,107347,101604,
营业成本(万元),131933,137534,136804,125800,117974,122119,122741,127483,104258,91847,85445,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),2620,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),2417,2203,1463,567,847,741,765,665,420,590,322,
销售费用(万元),17292,16789,18383,18827,23250,18406,16417,15708,11762,11839,11998,
管理费用(万元),9994,11452,11216,10058,8892,7763,6162,4517,3558,3214,2728,
财务费用(万元),1074,903,1380,937,152,-1155,-2472,1502,-231,-15,1316,
资产减值损失(万元),127,515,1599,1338,200,-30,-15,38,-269,-129,-205,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),67,171,815,2485,132,81,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),21,42,814,2476,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),14358,20356,18637,20458,17292,20039,22057,18368,18060,12817,9797,
营业外收入(万元),55,30,512,290,688,2076,1495,3004,225,279,211,
营业外支出(万元),28,525,120,84,32,174,23,190,185,83,157,
非流动资产处置损失(万元),--,--,47,11,1,--,0,74,61,--,--,
利润总额(万元),14384,19862,19030,20664,17949,21940,23530,21182,18100,13013,9852,
所得税费用(万元),2849,3933,4020,5932,4660,5752,5946,5410,4819,4113,1751,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),11536,15928,15010,14732,13289,16188,17584,15772,13281,8900,8101,
归属于母公司所有者的净利润(万元),11536,15928,15010,14732,13289,16188,17584,15772,12987,8102,6942,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,294,798,1158,
基本每股收益,0.1,0.14,0.13,0.13,0.29,0.7,0.92,1.31,1.08,--,--,
稀释每股收益,0.1,0.14,0.13,0.13,0.29,0.7,0.92,1.31,1.08,--,--,
