报告日期,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),48643,60773,47103,27823,22185,
营业收入(万元),48643,60773,47103,27823,22185,
利息收入(万元),--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,
营业总成本(万元),42105,49360,40854,26865,21740,
营业成本(万元),36712,42536,32993,22139,16376,
利息支出(万元),--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,
研发费用(万元),--,--,--,--,--,
退保金(万元),--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,
分保费用(万元),--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,
营业税金及附加(万元),291,340,275,116,165,
销售费用(万元),1809,2092,1710,1193,735,
管理费用(万元),4324,5431,5127,3188,2618,
财务费用(万元),-88,80,192,239,384,
资产减值损失(万元),-943,-1118,556,-11,1462,
公允价值变动收益(万元),--,--,--,--,--,
投资收益(万元),210,108,-101,-82,--,
对联营企业和合营企业的投资收益(万元),--,-269,-149,--,--,
汇兑收益(万元),--,--,--,--,--,
期货损益(万元),--,--,--,--,--,
托管收益(万元),--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,
营业利润(万元),6748,11520,6149,876,445,
营业外收入(万元),847,440,297,475,217,
营业外支出(万元),174,826,71,33,127,
非流动资产处置损失(万元),85,819,7,29,102,
利润总额(万元),7421,11135,6375,1319,535,
所得税费用(万元),969,1583,1036,188,72,
未确认投资损失(万元),--,--,--,--,--,
净利润(万元),6453,9551,5340,1130,463,
归属于母公司所有者的净利润(万元),6214,8490,4898,991,420,
被合并方在合并前实现净利润(万元),--,--,--,--,--,
少数股东损益(万元),239,1062,442,140,43,
基本每股收益,0.69,0.94,0.54,0.11,0.05,
稀释每股收益,0.69,0.94,0.54,0.11,0.05,
