报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),280871,201984,54753,110371,183142,333314,261027,156836,136738,8875,
营业收入(万元),280871,201984,54753,110371,183142,333314,261027,156836,136738,8875,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),283714,200940,102906,141457,195815,332714,262788,155920,134419,15328,
营业成本(万元),269658,191134,49731,111161,176572,320166,252627,147534,123271,7579,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),1177,1232,100,16027,5943,6828,5585,5637,4722,64,
销售费用(万元),270,876,709,110,284,261,472,472,586,214,
管理费用(万元),6850,6178,26324,6218,4063,3502,3559,3774,3772,5852,
财务费用(万元),5485,9310,10871,6560,3677,3380,2346,860,-1,0,
资产减值损失(万元),274,-7790,15170,1381,5276,-1422,-1802,-2357,2068,1618,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,
投资收益(万元),5,9,132,-98,70,55,1685,14,--,105,
对联营企业和合营企业的投资收益(万元),--,--,132,-98,70,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,
营业利润(万元),-2002,-12027,-48022,-31184,-12603,654,-76,930,2319,-6348,
营业外收入(万元),374,596,2150,1023,1379,1814,842,2756,308,0,
营业外支出(万元),88,182,11447,749,87,28,14,97,28,3,
非流动资产处置损失(万元),--,--,7,627,--,--,--,--,--,--,
利润总额(万元),-1716,-11613,-57318,-30909,-11311,2440,753,3590,2598,-6351,
所得税费用(万元),-619,-2832,--,--,--,--,--,--,--,--,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,
净利润(万元),-1097,-8781,-57318,-30909,-11311,2440,753,3590,2598,-6351,
归属于母公司所有者的净利润(万元),-1097,-8781,-56505,-30408,-10999,2660,791,3659,2737,-6350,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,-813,-501,-313,-219,-38,-69,-139,-1,
基本每股收益,-0.02,-0.18,-2.37,-1.28,-0.46,0.11,0.03,0.15,0.12,-0.27,
稀释每股收益,-0.02,-0.18,-2.37,-1.28,-0.46,0.11,0.03,0.15,0.12,-0.27,
