报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),229565,191801,128505,102398,72314,41140,32654,33104,
营业收入(万元),229565,191801,128505,102398,72314,41140,32654,33104,
利息收入(万元),--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,
营业总成本(万元),200378,166272,105257,86497,65206,39104,32502,31229,
营业成本(万元),151360,118498,79470,69216,50365,29958,23938,24422,
利息支出(万元),--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,
研发费用(万元),10876,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,
营业税金及附加(万元),630,447,244,121,34,16,34,40,
销售费用(万元),28348,26339,17458,10698,7829,5052,4699,2840,
管理费用(万元),7894,17101,10026,7714,6752,3801,3562,3742,
财务费用(万元),257,3112,-2120,-1257,19,262,67,119,
资产减值损失(万元),1013,776,180,5,207,15,202,67,
公允价值变动收益(万元),-1080,-470,50,-8,-447,348,19,40,
投资收益(万元),-823,6,-6,168,273,177,11,44,
对联营企业和合营企业的投资收益(万元),-83,81,-37,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,
营业利润(万元),28069,25752,23292,16060,6934,2561,182,1960,
营业外收入(万元),458,301,1013,600,369,389,522,203,
营业外支出(万元),340,89,52,35,163,7,19,6,
非流动资产处置损失(万元),--,--,22,1,5,1,2,1,
利润总额(万元),28186,25964,24254,16626,7141,2943,684,2157,
所得税费用(万元),3193,3305,3353,2249,934,335,-22,282,
未确认投资损失(万元),--,--,--,--,--,--,--,--,
净利润(万元),24994,22659,20901,14377,6207,2608,706,1875,
归属于母公司所有者的净利润(万元),24921,21618,20665,14270,6158,2583,676,1856,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,
少数股东损益(万元),73,1041,236,107,49,26,30,19,
基本每股收益,1.78,1.58,3.94,2.72,1.2,0.52,--,--,
稀释每股收益,1.78,1.58,3.94,2.72,1.2,0.52,--,--,
