报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
营业总收入(万元),131655,125923,101913,97728,92115,
营业收入(万元),131655,125923,101913,97728,92115,
利息收入(万元),--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,
营业总成本(万元),115853,114133,94736,89984,83910,
营业成本(万元),96211,96396,78761,72690,67648,
利息支出(万元),--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,
研发费用(万元),4148,3346,3634,3253,--,
退保金(万元),--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,
分保费用(万元),--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,
营业税金及附加(万元),522,401,381,366,309,
销售费用(万元),7352,7690,7135,6852,6367,
管理费用(万元),7051,4925,4474,5700,8285,
财务费用(万元),363,1371,164,304,1202,
资产减值损失(万元),206,3,186,819,100,
公允价值变动收益(万元),14,--,--,--,--,
投资收益(万元),174,50,245,207,15,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,
期货损益(万元),--,--,--,--,--,
托管收益(万元),--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,
营业利润(万元),16433,12686,7423,7950,8220,
营业外收入(万元),278,43,1116,1478,1568,
营业外支出(万元),419,40,352,683,1292,
非流动资产处置损失(万元),--,--,--,--,786,
利润总额(万元),16291,12689,8187,8746,8496,
所得税费用(万元),2412,1988,995,1264,1455,
未确认投资损失(万元),--,--,--,--,--,
净利润(万元),13879,10701,7192,7482,7042,
归属于母公司所有者的净利润(万元),13879,10701,7193,7480,7040,
被合并方在合并前实现净利润(万元),--,--,--,--,--,
少数股东损益(万元),--,--,-0,2,2,
基本每股收益,2.14,1.78,1.2,1.25,1.36,
稀释每股收益,2.14,1.78,1.2,1.25,1.36,
