报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),69980,65384,31201,22285,25738,16531,
营业收入(万元),69980,65384,31201,22285,25738,16531,
利息收入(万元),--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,
营业总成本(万元),52419,41611,23806,20255,18384,11741,
营业成本(万元),35704,28226,17003,13639,12525,7872,
利息支出(万元),--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,
研发费用(万元),2052,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,
营业税金及附加(万元),1047,829,507,79,199,109,
销售费用(万元),4121,3576,2186,1848,1998,1263,
管理费用(万元),6178,7190,3867,3599,2919,1850,
财务费用(万元),-2237,1454,79,911,682,557,
资产减值损失(万元),5553,336,165,180,62,88,
公允价值变动收益(万元),--,--,--,--,--,--,
投资收益(万元),--,--,--,9,-0,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,
营业利润(万元),18450,24916,7395,2039,7354,4790,
营业外收入(万元),1040,104,1425,1890,1354,644,
营业外支出(万元),101,486,1,2,9,0,
非流动资产处置损失(万元),--,75,--,--,--,--,
利润总额(万元),19390,24534,8819,3926,8698,5434,
所得税费用(万元),3585,3759,1347,518,1228,806,
未确认投资损失(万元),--,--,--,--,--,--,
净利润(万元),15805,20775,7473,3408,7470,4628,
归属于母公司所有者的净利润(万元),15805,20775,7473,3408,7470,4628,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,
基本每股收益,1.82,2.93,1.06,0.56,1.31,0.81,
稀释每股收益,1.82,2.93,1.06,0.56,1.31,0.81,
