报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),192968,140014,98022,71649,56330,40936,31815,21184,
营业收入(万元),192968,140014,98022,71649,56330,40936,31815,21184,
利息收入(万元),--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,
营业总成本(万元),130631,92009,58553,40417,33034,27487,21247,14372,
营业成本(万元),64881,45524,27462,19512,15170,12041,9183,5990,
利息支出(万元),--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,
研发费用(万元),21273,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,
营业税金及附加(万元),2403,1857,1596,947,662,476,418,270,
销售费用(万元),31630,23478,14690,10880,8273,6948,5308,3648,
管理费用(万元),8940,20442,15089,9258,8869,7795,6253,4385,
财务费用(万元),655,305,-579,-391,-138,7,10,3,
资产减值损失(万元),849,404,295,212,199,220,75,77,
公允价值变动收益(万元),93,--,--,--,--,--,--,--,
投资收益(万元),1381,1852,-27,-28,--,--,--,--,
对联营企业和合营企业的投资收益(万元),104,-153,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,
营业利润(万元),65394,50618,39443,31203,23295,13450,10567,6812,
营业外收入(万元),301,1021,1459,1307,1053,1071,1093,420,
营业外支出(万元),239,136,123,28,154,70,38,52,
非流动资产处置损失(万元),--,--,77,18,111,40,--,--,
利润总额(万元),65456,51503,40778,32482,24194,14451,11622,7180,
所得税费用(万元),7955,6534,5803,4679,3372,2043,2010,1009,
未确认投资损失(万元),--,--,--,--,--,--,--,--,
净利润(万元),57501,44969,34976,27803,20822,12408,9612,6172,
归属于母公司所有者的净利润(万元),56257,44656,34976,27803,20822,12408,9612,6115,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,
少数股东损益(万元),1244,312,--,--,--,--,--,56,
基本每股收益,1.34,1.06,0.89,0.74,0.55,0.33,0.6,--,
稀释每股收益,1.34,1.06,0.89,0.74,0.55,0.33,0.6,--,
