报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
营业总收入(万元),120227,92320,69931,59145,51678,
营业收入(万元),120227,92320,69931,59145,51678,
利息收入(万元),--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,
营业总成本(万元),111154,84288,63649,54965,48359,
营业成本(万元),90920,69427,53537,47332,41740,
利息支出(万元),--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,
研发费用(万元),8236,6631,4550,--,--,
退保金(万元),--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,
分保费用(万元),--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,
营业税金及附加(万元),482,555,636,281,255,
销售费用(万元),3155,2265,1226,1207,920,
管理费用(万元),4735,3697,2610,5109,3950,
财务费用(万元),3008,1074,760,1039,1497,
资产减值损失(万元),619,638,330,-3,-2,
公允价值变动收益(万元),-168,43,52,-50,--,
投资收益(万元),--,237,47,8,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,
期货损益(万元),--,--,--,--,--,
托管收益(万元),--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,
营业利润(万元),9675,8198,6295,4138,3319,
营业外收入(万元),179,168,153,190,237,
营业外支出(万元),25,7,42,53,55,
非流动资产处置损失(万元),--,--,--,53,55,
利润总额(万元),9829,8359,6407,4275,3501,
所得税费用(万元),666,846,879,416,712,
未确认投资损失(万元),--,--,--,--,--,
净利润(万元),9163,7513,5528,3859,2788,
归属于母公司所有者的净利润(万元),9163,7513,5528,3859,2788,
被合并方在合并前实现净利润(万元),--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,
基本每股收益,0.61,0.52,0.53,0.55,0.56,
稀释每股收益,--,--,--,--,--,
