报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
营业总收入(万元),58501,46747,50081,57661,64665,44263,39235,44621,35745,34610,37619,26524,
营业收入(万元),58501,46747,50081,57661,64665,44263,39235,44621,35745,34610,37619,26524,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),58210,39326,49473,55620,61247,42545,38726,43357,32303,29094,31356,22232,
营业成本(万元),45416,28671,37920,41806,50428,33478,32172,36738,26297,23438,25224,18679,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),1646,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),272,324,113,220,191,57,45,64,38,89,83,6,
销售费用(万元),2390,1918,2437,4587,3806,2723,2404,2528,2552,3192,3608,2211,
管理费用(万元),5212,5141,5260,4504,4014,3436,2904,2692,2694,1600,1890,902,
财务费用(万元),3011,2778,2993,3278,2502,1992,1031,430,280,399,439,154,
资产减值损失(万元),263,494,751,1225,306,860,171,905,443,375,113,281,
公允价值变动收益(万元),--,-6,-14,22,-35,-4,22,-13,0,3,-2,29,
投资收益(万元),65,249,236,-127,-12,-45,221,-855,-122,-79,-465,274,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),1769,8641,830,1935,3371,1670,752,395,3320,5440,5795,4595,
营业外收入(万元),82,2,908,497,392,540,46,258,222,253,183,161,
营业外支出(万元),2,0,19,14,50,2,3,17,4,161,80,7,
非流动资产处置损失(万元),--,--,19,--,--,1,--,--,0,--,--,--,
利润总额(万元),1848,8643,1719,2419,3713,2208,795,636,3538,5532,5899,4749,
所得税费用(万元),997,2704,898,485,634,494,80,55,485,867,1010,248,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),851,5939,821,1933,3078,1715,714,582,3053,4665,4889,4501,
归属于母公司所有者的净利润(万元),838,5923,870,1456,2642,1699,713,582,3053,4665,4842,4528,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),12,16,-49,477,436,15,1,--,--,0,47,-27,
基本每股收益,0.02,0.13,0.02,0.03,0.06,0.08,0.03,0.04,0.24,0.42,0.45,0.55,
稀释每股收益,0.02,0.13,0.02,0.03,0.06,0.08,0.03,0.04,0.24,0.42,0.45,0.55,
