报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),63631,52437,44874,39456,32936,21270,
营业收入(万元),63631,52437,44874,39456,32936,21270,
利息收入(万元),--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,
营业总成本(万元),42976,30873,24553,31663,16397,11935,
营业成本(万元),21601,15989,11736,9316,8774,6255,
利息支出(万元),--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,
研发费用(万元),4293,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,
营业税金及附加(万元),889,896,651,612,170,101,
销售费用(万元),8575,7036,5920,3990,3272,2098,
管理费用(万元),5896,6100,5923,16989,3741,2838,
财务费用(万元),-1120,-357,-454,224,178,235,
资产减值损失(万元),2842,1210,778,532,263,408,
公允价值变动收益(万元),--,--,--,--,--,--,
投资收益(万元),266,-58,--,--,0,--,
对联营企业和合营企业的投资收益(万元),32,-58,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,
营业利润(万元),25183,22537,22197,8691,16539,9335,
营业外收入(万元),671,1254,938,230,302,334,
营业外支出(万元),57,13,8,19,254,276,
非流动资产处置损失(万元),--,--,5,4,156,--,
利润总额(万元),25797,23778,23128,8902,16587,9394,
所得税费用(万元),3899,3849,3526,1482,2447,1408,
未确认投资损失(万元),--,--,--,--,--,--,
净利润(万元),21898,19929,19602,7421,14140,7986,
归属于母公司所有者的净利润(万元),22299,19984,19630,7496,14157,7986,
被合并方在合并前实现净利润(万元),--,--,-450,14,--,--,
少数股东损益(万元),-401,-55,-28,-75,-17,0,
基本每股收益,0.56,0.55,0.55,0.23,2.38,1.6,
稀释每股收益,0.56,0.55,0.55,0.23,2.38,1.6,
